metascore,name,console,userscore,date
73,Driftmoon,PC,7.5,"Oct 2, 2012"
73,NBA Baller Beats,X360,6.6,"Sep 11, 2012"
73,Under Defeat HD,PS3,6.7,"Nov 28, 2012"
73,Scribblenauts Unlimited,WIIU,7.4,"Nov 13, 2012"
73,The Book of Unwritten Tales: Critter Chronicles,PC,6.8,"Dec 5, 2012"
73,Battlefield 3: Close Quarters,PC,6.9,"Jun 26, 2012"
73,Pro Evolution Soccer 2012 3D,3DS,7.6,"Feb 1, 2012"
73,Hybrid,X360,7.4,"Aug 8, 2012"
73,Dishonored: Dunwall City Trials,X360,6.5,"Dec 11, 2012"
73,Grand Slam Tennis 2,PS3,5.4,"Feb 14, 2012"
73,Worms Revolution,X360,5.9,"Oct 10, 2012"
73,Birds of Steel,PS3,8,"Mar 13, 2012"
73,The Sims 3 Seasons,PC,7.4,"Nov 13, 2012"
74,Dance Dance Revolution Universe,X360,8,"Feb 27, 2007"
73,NBA Live 08,X360,5.3,"Oct 1, 2007"
73,Naruto: Ultimate Ninja 2,PS2,7.8,"Jun 12, 2007"
73,Medal of Honor Heroes 2,WII,7.6,"Nov 13, 2007"
73,The Sims 2: Castaway,WII,7.8,"Oct 23, 2007"
73,My Spanish Coach,DS,tbd,"Nov 6, 2007"
73,Medal of Honor: Airborne,X360,6.8,"Sep 4, 2007"
73,All-Pro Football 2K8,PS3,7.3,"Jul 16, 2007"
73,Lumines Plus,PS2,tbd,"Feb 27, 2007"
73,Ultimate Mortal Kombat,DS,8.4,"Nov 12, 2007"
73,Crash of the Titans,DS,6.6,"Oct 25, 2007"
73,Prism: Light the Way,DS,tbd,"Oct 17, 2007"
73,Need for Speed ProStreet,PS3,6.2,"Nov 13, 2007"
73,Battlestations: Midway,X360,7.1,"Jan 30, 2007"
73,After Burner: Black Falcon,PSP,6.8,"Mar 20, 2007"
73,War Front: Turning Point,PC,7.5,"Feb 23, 2007"
73,Secrets of the Ark: A Broken Sword Game,PC,6,"Feb 13, 2007"
73,Penumbra: Overture,PC,7.7,"Mar 30, 2007"
73,NBA Live 08,PS3,6.8,"Oct 1, 2007"
73,Thrillville: Off the Rails,X360,3.3,"Oct 9, 2007"
73,Tomb Raider: Anniversary,WII,7.3,"Nov 13, 2007"
73,Dragon Ball Z: Budokai Tenkaichi 3,PS2,9,"Nov 13, 2007"
73,Star Wars Battlefront: Renegade Squadron,PSP,7.9,"Oct 9, 2007"
73,Dance Dance Revolution Hottest Party,WII,7.1,"Sep 25, 2007"
73,Glory Days 2,DS,7.3,"Aug 6, 2007"
73,Soul Nomad & the World Eaters,PS2,7.9,"Sep 25, 2007"
73,Nancy Drew: The White Wolf of Icicle Creek,PC,6.4,"Jun 7, 2007"
73,"Scene It? Lights, Camera, Action",X360,8.1,"Nov 6, 2007"
73,SingStar Pop,PS2,7.5,"Apr 3, 2007"
73,Beautiful Katamari,X360,7,"Oct 16, 2007"
73,NBA Live 08,PSP,6.5,"Oct 1, 2007"
73,Drawn to Life,DS,7.9,"Sep 10, 2007"
73,Tony Hawk's Proving Ground,PS3,6.5,"Oct 15, 2007"
72,F.E.A.R.,PS3,7.5,"Apr 24, 2007"
72,Brothers In Arms DS,DS,8,"Jun 21, 2007"
72,UEFA Champions League 2006-2007,X360,8.2,"Mar 20, 2007"
72,The Bigs,PSP,tbd,"Jun 25, 2007"
72,Monster Hunter Freedom 2,PSP,8.5,"Aug 28, 2007"
72,NBA 2K8,PS2,6,"Oct 2, 2007"
72,Front Mission,DS,7.9,"Oct 23, 2007"
72,Tony Hawk's Proving Ground,X360,5.5,"Oct 15, 2007"
72,GripShift,X360,8,"Dec 12, 2007"
72,LocoRoco Cocoreccho!,PS3,5.6,"Sep 20, 2007"
72,Dementium: The Ward,DS,7.9,"Oct 26, 2007"
72,Theme Park,DS,7.6,"Mar 20, 2007"
72,Mario Party DS,DS,7.8,"Nov 19, 2007"
72,Blazing Angels 2: Secret Missions of WWII,X360,7.8,"Sep 18, 2007"
72,Tiger Woods PGA Tour 08,PSP,tbd,"Aug 28, 2007"
72,Need for Speed ProStreet,X360,7.1,"Nov 15, 2007"
72,The Sims: Life Stories,PC,7.5,"Feb 6, 2007"
72,Sherlock Holmes: The Awakened,PC,7.5,"Mar 1, 2007"
72,Call of Juarez,PC,7.7,"Jun 12, 2007"
72,Dragon Ball Z: Budokai Tenkaichi 3,WII,8.5,"Dec 3, 2007"
72,Blazing Angels 2: Secret Missions of WWII,PC,4.9,"Sep 21, 2007"
72,UEFA Champions League 2006-2007,PS2,7.5,"Mar 20, 2007"
72,SOCOM: U.S. Navy SEALs Tactical Strike,PSP,8.2,"Nov 6, 2007"
72,The Red Star,PS2,8.4,"Apr 23, 2007"
72,Juiced 2: Hot Import Nights,DS,tbd,"Sep 17, 2007"
72,Carol Vorderman's Sudoku,PSP,tbd,"Mar 6, 2007"
72,Halo 2,PC,5.7,"May 31, 2007"
72,Tiger Woods PGA Tour 08,WII,7,"Aug 28, 2007"
72,Hexic 2,X360,6.2,"Aug 15, 2007"
72,Thrillville: Off the Rails,PSP,0.8,"Oct 9, 2007"
72,Jam Sessions,DS,5.3,"Sep 11, 2007"
71,Tiger Woods PGA Tour 07,WII,6.9,"Mar 13, 2007"
71,Puzzle Quest: Challenge of the Warlords,WII,6.2,"Nov 30, 2007"
71,Bee Movie Game,X360,7.1,"Oct 30, 2007"
71,Mortal Kombat: Armageddon,WII,8.3,"May 29, 2007"
71,Wild ARMs 5,PS2,7.6,"Aug 28, 2007"
71,Scarface: The World Is Yours,WII,8.4,"Jun 12, 2007"
71,UEFA Champions League 2006-2007,PSP,tbd,"Mar 20, 2007"
71,UFO: Afterlight,PC,7.6,"May 4, 2007"
71,My Word Coach,DS,6.8,"Nov 6, 2007"
71,PAIN,PS3,6.3,"Nov 29, 2007"
71,Brian Lara International Cricket 2007,PC,8.5,"Mar 23, 2007"
71,The Simpsons Game,PS3,7.5,"Oct 30, 2007"
71,TouchMaster,DS,5.7,"Jun 25, 2007"
71,Ontamarama,DS,tbd,"Nov 6, 2007"
71,Madden NFL 08,DS,8.5,"Aug 14, 2007"
71,WWE SmackDown vs. Raw 2008,PS2,7.3,"Nov 13, 2007"
71,Call of Juarez,X360,7,"Jun 7, 2007"
71,Juiced 2: Hot Import Nights,PS3,7.1,"Oct 22, 2007"
71,Draglade,DS,7.5,"Dec 4, 2007"
71,TimeShift,PC,7.5,"Oct 30, 2007"
71,NHL 2K8,X360,7.4,"Sep 10, 2007"
71,The Sims 2: Castaway,PS2,7.9,"Oct 22, 2007"
71,WWE SmackDown vs. Raw 2008,X360,6.9,"Nov 13, 2007"
71,Super Collapse 3,DS,tbd,"Oct 30, 2007"
71,flOw,PS3,6.9,"Feb 22, 2007"
71,Paperboy,X360,6.2,"Feb 14, 2007"
71,The Simpsons Game,X360,7.7,"Oct 30, 2007"
71,Ar tonelico: Melody of Elemia,PS2,7.7,"Feb 6, 2007"
71,Stuntman Ignition,PS2,6.4,"Aug 28, 2007"
70,Hellgate: London,PC,6.3,"Oct 31, 2007"
70,Super Swing Golf Season 2,WII,tbd,"Dec 11, 2007"
70,Luxor 2,X360,7.2,"Apr 4, 2007"
70,Nervous Brickdown,DS,7.5,"Jun 26, 2007"
70,TimeShift,X360,7.9,"Oct 30, 2007"
70,MX vs. ATV Untamed,X360,6.8,"Dec 17, 2007"
70,Cooking Mama 2: Dinner With Friends,DS,8,"Nov 13, 2007"
57,NCAA GameBreaker 2001,PS2,tbd,"Dec 18, 2000"
57,Toy Story 2: Buzz Lightyear to the Rescue!,DC,6.6,"Jun 30, 2000"
56,Blair Witch Volume II: The Legend of Coffin Rock,PC,5,"Oct 25, 2000"
56,Cool Boarders 2001,PS,tbd,"Oct 31, 2000"
55,Hercules: The Legendary Journeys,N64,7.4,"Nov 16, 2000"
55,Buzz Lightyear of Star Command,DC,tbd,"Sep 26, 2000"
55,Blair Witch Volume III: The Elly Kedward Tale,PC,5.2,"Nov 22, 2000"
55,NCAA Final Four 2001,PS,tbd,"Nov 13, 2000"
54,Orphen: Scion of Sorcery,PS2,6.2,"Oct 23, 2000"
54,Sonic Shuffle,DC,7.2,"Nov 13, 2000"
54,Fighter Destiny 2,N64,6.6,"Jul 14, 2000"
54,Buzz Lightyear of Star Command,PS,5.6,"Sep 26, 2000"
54,Real Pool,PS2,tbd,"Nov 6, 2000"
53,Sydney 2000,DC,tbd,"Aug 31, 2000"
52,Star Trek: New Worlds,PC,7,"Sep 7, 2000"
52,Seven Games of the Soul,PC,tbd,"Nov 30, 2000"
51,007 Racing,PS,4.7,"Nov 20, 2000"
51,Sydney 2000,PC,4.9,"Aug 25, 2000"
51,Evil Dead: Hail to the King,PS,6.3,"Dec 4, 2000"
51,NFL GameDay 2001,PS2,tbd,"Nov 13, 2000"
51,Action Bass,PS,tbd,"Jul 14, 2000"
51,Blade,PS,8.7,"Nov 23, 2000"
50,Army Men: World War,PS,7.1,"Feb 29, 2000"
49,NCAA Final Four 2001,PS2,tbd,"Dec 18, 2000"
49,Evil Dead: Hail to the King,DC,6,"Dec 17, 2000"
48,Carmageddon 3: TDR 2000,PC,7.2,"Dec 14, 2000"
48,Legend of the North: Konung,PC,5.9,"Dec 31, 2000"
48,Army Men: Sarge's Heroes 2,PS,7,"Nov 21, 2000"
48,Freestyle Motocross: McGrath Vs. Pastrana,PS,tbd,"Nov 5, 2000"
48,Amazons & Aliens,PC,5.2,"Sep 30, 2000"
48,World Series Baseball 2K1,DC,7.2,"Jul 17, 2000"
48,Power Spike Pro Beach Volleyball,PS,tbd,"Nov 13, 2000"
47,Championship Surfer,PC,tbd,"Nov 19, 2000"
46,BeachHead 2000,PC,7,"Jun 14, 2000"
46,The Mummy,PC,5.9,"Nov 17, 2000"
46,Army Men: Sarge's Heroes 2,N64,6.8,"Sep 26, 2000"
46,Surfing H3O,PS2,4,"Oct 26, 2000"
46,Squad Leader,PC,tbd,"Oct 24, 2000"
44,NFL QB Club 2001,DC,tbd,"Jul 30, 2000"
44,Mike Tyson Boxing,PS,tbd,"Oct 23, 2000"
43,Danger Girl,PS,5.5,"Sep 6, 2000"
43,ECW Anarchy Rulz,PS,6.3,"Aug 18, 2000"
43,Cruis'n Exotica,N64,7.3,"Oct 16, 2000"
43,Jeremy McGrath Supercross 2000,PS,tbd,"Jul 14, 2000"
42,ATV: Quad Power Racing,PS,tbd,"Aug 23, 2000"
41,Rally Challenge 2000,N64,tbd,"Jun 30, 2000"
41,Timeline,PC,5.8,"Nov 12, 2000"
40,Freedom: First Resistance,PC,tbd,"Dec 14, 2000"
40,MTV Sports: Skateboarding featuring Andy Macdonald,PS,tbd,"Sep 12, 2000"
39,Resident Evil: Survivor,PS,6.5,"Aug 30, 2000"
38,ECW Anarchy Rulz,DC,tbd,"Dec 30, 2000"
37,Duke Nukem: Land of the Babes,PS,6.7,"Sep 19, 2000"
28,Mortal Kombat: Special Forces,PS,2.1,"Jun 30, 2000"
26,HBO Boxing,PS,4,"Nov 20, 2000"
72,The Incredible Adventures of Van Helsing,PC,8.2,"May 22, 2013"
72,Cognition: An Erica Reed Thriller Episode 2 - The Wise Monkey,PC,7.5,"Jan 30, 2013"
72,Proteus,PS3,4.8,"Oct 29, 2013"
72,Inazuma Eleven 3: Bomb Blast,3DS,7.7,"Sep 27, 2013"
72,rain,PS3,7.9,"Oct 1, 2013"
72,Max: The Curse of Brotherhood,XONE,7.4,"Dec 20, 2013"
72,The Inner World,PC,7.7,"Sep 27, 2013"
72,Phantom Breaker: Battle Grounds,X360,7,"Feb 27, 2013"
72,Amnesia: A Machine for Pigs,PC,5.9,"Sep 10, 2013"
72,Disney Castle of Illusion starring Mickey Mouse,PS3,7.3,"Sep 3, 2013"
72,FORCED,PC,7.7,"Oct 24, 2013"
72,Cities in Motion 2,PC,7.3,"Apr 2, 2013"
72,The Cave,PS3,7.7,"Jan 22, 2013"
72,Open Me!,VITA,7.8,"Aug 13, 2013"
72,Tetrobot and Co.,PC,7.6,"Oct 22, 2013"
72,The Cave,WIIU,7.2,"Jan 22, 2013"
72,Borderlands 2: Sir Hammerlock's Big Game Hunt,X360,6.3,"Jan 15, 2013"
72,PixelJunk Monsters: Ultimate,PC,7.3,"Aug 26, 2013"
71,Assassin's Creed IV: Black Flag - Freedom Cry,PS4,6.4,"Dec 18, 2013"
71,Anarchy Reigns,PS3,8,"Jan 8, 2013"
71,NES Remix,WIIU,7.2,"Dec 18, 2013"
71,Surgeon Simulator 2013,PC,5.9,"Apr 19, 2013"
71,The Typing of the Dead: Overkill,PC,7.7,"Oct 29, 2013"
71,Disney Infinity,WIIU,7.6,"Aug 18, 2013"
71,DmC: Devil May Cry - Vergil's Downfall,PS3,4.3,"Mar 5, 2013"
71,March of the Eagles,PC,6.9,"Feb 18, 2013"
71,One Piece: Pirate Warriors 2,PS3,7.9,"Sep 3, 2013"
71,Sid Meier's Ace Patrol,PC,6.6,"Aug 27, 2013"
71,Hitman HD Trilogy,PS3,7.5,"Jan 29, 2013"
71,Lilly Looking Through,PC,6.8,"Nov 1, 2013"
71,Scribblenauts Unmasked: A DC Comics Adventure,WIIU,6.3,"Sep 24, 2013"
71,Mamorukun Curse!,PS3,7.4,"Jul 16, 2013"
71,Ikachan,3DS,7.2,"Jan 31, 2013"
71,Retro City Rampage,X360,7.7,"Jan 2, 2013"
71,Naruto Powerful Shippuden,3DS,5.9,"Mar 5, 2013"
71,Warframe,PC,8.3,"Mar 25, 2013"
71,Call of Duty: Ghosts,PS3,2.6,"Nov 5, 2013"
71,Doki-Doki Universe,PS4,6.3,"Dec 10, 2013"
71,Battle Worlds: Kronos,PC,7.1,"Nov 4, 2013"
71,flOw,PS4,6.6,"Dec 17, 2013"
70,Deadly Premonition: The Director's Cut,PS3,7.7,"Apr 30, 2013"
70,Atelier Ayesha: The Alchemist of Dusk,PS3,6.6,"Mar 5, 2013"
70,Ninja Gaiden 3: Razor's Edge,X360,7.3,"Apr 2, 2013"
70,The Cave,X360,7.8,"Jan 23, 2013"
70,Papo & Yo,PC,7.7,"Apr 18, 2013"
70,Leviathan: Warships,PC,6.5,"Apr 28, 2013"
70,Halo: Spartan Assault,PC,6.2,"Jul 18, 2013"
70,BioShock Infinite: Burial at Sea - Episode One,PC,7.7,"Nov 12, 2013"
70,Castlevania: Lords of Shadow - Mirror of Fate HD,PS3,7.1,"Oct 29, 2013"
70,Disney DuckTales Remastered,X360,7.1,"Sep 11, 2013"
70,Tekken Revolution,PS3,6.4,"Jun 11, 2013"
70,Magrunner: Dark Pulse,PC,7.5,"Jun 20, 2013"
70,Cognition: An Erica Reed Thriller Episode 4 - The Cain Killer,PC,7,"Sep 19, 2013"
70,Democracy 3,PC,7.1,"Oct 14, 2013"
70,Remember Me,X360,7.6,"Jun 4, 2013"
70,Beyond: Two Souls,PS3,8.1,"Oct 8, 2013"
70,Call of Duty: Black Ops II - Apocalypse,X360,5.7,"Aug 27, 2013"
70,Naruto Shippuden: Ultimate Ninja Storm 3,X360,7.6,"Mar 5, 2013"
70,Inazuma Eleven 3: Lightning Bolt,3DS,6.9,"Sep 27, 2013"
70,Starpoint Gemini 2,PC,8.4,"Sep 6, 2013"
70,Project X Zone,3DS,7.4,"Jun 25, 2013"
70,Retrovirus,PC,6.7,"Jan 31, 2013"
70,Puddle,WIIU,7.2,"Jan 31, 2013"
70,Rainbow Moon,VITA,6.4,"Dec 3, 2013"
70,Enslaved: Odyssey to the West,PC,7.6,"Oct 24, 2013"
70,Richard & Alice,PC,6.8,"Feb 21, 2013"
69,Ironclad Tactics,PC,7.2,"Sep 18, 2013"
69,Broken Sword 5: The Serpents' Curse - Part I,PC,8,"Dec 4, 2013"
69,Resident Evil 6,PC,6,"Mar 22, 2013"
69,Foul Play,X360,6,"Sep 18, 2013"
69,Capcom Arcade Cabinet,PS3,5.4,"Feb 19, 2013"
69,Poker Night 2,X360,5.8,"Apr 24, 2013"
69,Foul Play,PC,5.9,"Sep 18, 2013"
69,Real Boxing,VITA,7.3,"Sep 17, 2013"
69,The Bureau: XCOM Declassified,PS3,6.8,"Aug 20, 2013"
69,World of Warplanes,PC,5.3,"Nov 13, 2013"
69,Brain Age: Concentration Training,3DS,7.8,"Feb 10, 2013"
69,Thunder Wolves,PC,7.1,"May 15, 2013"
69,Hitman HD Trilogy,X360,7.2,"Jan 29, 2013"
69,Call of Duty: Black Ops II - Vengeance,X360,3.9,"Jul 2, 2013"
69,Giana Sisters: Twisted Dreams,X360,7,"Mar 20, 2013"
69,Shelter,PC,7.2,"Aug 28, 2013"
68,BioShock Infinite: Clash in the Clouds,X360,5.8,"Jul 30, 2013"
68,Call of Duty: Ghosts,PC,2.1,"Nov 4, 2013"
68,Scribblenauts Unmasked: A DC Comics Adventure,3DS,6.2,"Sep 24, 2013"
68,Blackguards,PC,7.2,"Nov 6, 2013"
68,DmC: Devil May Cry - Vergil's Downfall,X360,5.3,"Mar 5, 2013"
68,Zoo Tycoon,XONE,3.1,"Nov 22, 2013"
68,Cloudberry Kingdom,X360,7,"Jul 31, 2013"
68,Dynasty Warriors 8,PS3,8.4,"Jul 16, 2013"
68,Picross e2,3DS,7.1,"Jul 25, 2013"
68,Earth Defense Force 2017 Portable,VITA,7.6,"Jan 8, 2013"
68,AiRace Speed,3DS,7.2,"Sep 19, 2013"
68,Batman: Arkham Origins Blackgate,3DS,6.7,"Oct 25, 2013"
68,Star Wars Pinball,3DS,5.4,"Sep 19, 2013"
68,Wii Sports Club,WIIU,7,"Nov 7, 2013"
68,Tokyo Crash Mobs,3DS,7.4,"Jan 17, 2013"
68,The Cave 2013,PC,7.6,"Jan 23, 2013"
68,Alien Breed,PS3,3.8,"Feb 12, 2013"
68,BioShock Infinite: Burial at Sea - Episode One,X360,7.9,"Nov 12, 2013"
74,Evidence: The Last Ritual,PC,7.2,"Oct 16, 2006"
74,Dungeon Siege: Throne of Agony,PSP,8.1,"Oct 30, 2006"
74,Ankh,PC,7.7,"Aug 31, 2006"
74,Big Brain Academy,DS,7.5,"Jun 5, 2006"
74,Need for Speed Carbon,PS2,8.3,"Oct 31, 2006"
74,Steambot Chronicles,PS2,8.5,"May 23, 2006"
74,Tourist Trophy,PS2,8.6,"Apr 4, 2006"
74,Dungeons & Dragons Online: Stormreach,PC,7,"Feb 28, 2006"
74,Power Stone Collection,PSP,6.8,"Oct 31, 2006"
74,Destroy All Humans! 2,XBOX,8.5,"Oct 17, 2006"
74,Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs. the Soulless Army,PS2,3.3,"Oct 10, 2006"
74,Fight Night Round 3,PSP,8.1,"Feb 20, 2006"
74,Act of War: High Treason,PC,7.5,"May 30, 2006"
74,Need for Speed Carbon,XBOX,7.3,"Oct 31, 2006"
74,Caesar IV,PC,7.6,"Sep 26, 2006"
73,Bomberman,PSP,7,"Sep 12, 2006"
73,FlatOut 2,PS2,7.7,"Aug 1, 2006"
73,Tiger Woods PGA Tour 07,PC,5,"Oct 10, 2006"
73,FlatOut 2,XBOX,7.2,"Aug 1, 2006"
73,Just Cause,X360,7.2,"Sep 27, 2006"
73,Jetpac Refuelled,X360,7.4,"Oct 24, 2006"
73,Gun Showdown,PSP,7.8,"Oct 10, 2006"
73,Urban Chaos: Riot Response,PS2,7.7,"Jun 13, 2006"
73,Scarface: The World Is Yours,PC,7.5,"Oct 8, 2006"
73,NHL 2K7,PS2,8,"Oct 2, 2006"
73,AGON: The Mysterious Codex,PC,tbd,"Mar 16, 2006"
73,Warhammer: Mark of Chaos,PC,7.2,"Nov 14, 2006"
73,Snoopy vs. the Red Baron,PS2,8.5,"Oct 24, 2006"
73,Dreamfall: The Longest Journey,XBOX,8.4,"Apr 18, 2006"
73,Dance Dance Revolution SuperNOVA,PS2,8.8,"Sep 26, 2006"
73,Marvel: Ultimate Alliance,WII,7.3,"Nov 14, 2006"
73,Metal Slug Anthology,WII,8,"Dec 14, 2006"
73,Cars,PC,7.6,"Jun 6, 2006"
73,Small Arms,X360,7.4,"Nov 22, 2006"
73,Out of the Park Baseball Manager 2006,PC,tbd,"May 31, 2006"
73,God Hand,PS2,9.1,"Oct 10, 2006"
73,Mercury Meltdown Remix,PS2,tbd,"Dec 4, 2006"
73,FIFA 07 Soccer,X360,7.6,"Oct 31, 2006"
73,College Hoops 2K7,XBOX,7.5,"Nov 20, 2006"
73,Need for Speed Carbon: Own the City,PSP,8,"Oct 31, 2006"
73,Mega Man X Collection,PS2,8.8,"Jan 10, 2006"
73,Real World Golf,PS2,6.3,"Apr 11, 2006"
73,Dragon Ball Z: Budokai Tenkaichi 2,PS2,8.6,"Nov 7, 2006"
73,Contact,DS,8.2,"Oct 19, 2006"
72,Excite Truck,WII,8.4,"Nov 19, 2006"
72,SOCOM: U.S. Navy Seals: Combined Assault,PS2,8.3,"Nov 7, 2006"
72,Capcom Classics Collection Remixed,PSP,6.3,"Mar 22, 2006"
72,Urban Chaos: Riot Response,XBOX,8.3,"Jun 13, 2006"
72,FIFA World Cup: Germany 2006,PSP,7.3,"May 22, 2006"
72,Thrillville,PSP,2.8,"Nov 21, 2006"
72,Dragon Ball Z: Budokai Tenkaichi 2,WII,8.4,"Nov 15, 2006"
72,Tales of Legendia,PS2,8.1,"Feb 7, 2006"
72,Disney's Chicken Little: Ace in Action,WII,tbd,"Dec 11, 2006"
72,Justice League Heroes,PSP,7.4,"Nov 22, 2006"
72,Super Dragon Ball Z,PS2,6.4,"Jul 18, 2006"
72,The Silent Hill Experience,PSP,6.8,"Apr 6, 2006"
72,Ultimate Ghosts 'n Goblins,PSP,8,"Aug 29, 2006"
72,NHL 07,PC,4,"Sep 12, 2006"
72,Wild Earth: Photo Safari,PC,6.7,"May 2, 2006"
72,Naruto: Clash of Ninja,GC,8.1,"Mar 7, 2006"
72,Dark Messiah of Might and Magic,PC,8.7,"Oct 24, 2006"
72,Justice League Heroes: The Flash,GBA,7.3,"Oct 17, 2006"
72,Perimeter: Emperor's Testament,PC,tbd,"Sep 4, 2006"
72,FIFA World Cup: Germany 2006,X360,6.6,"Apr 24, 2006"
72,The Godfather,PC,6.2,"Mar 21, 2006"
72,Bionicle Heroes,DS,6.4,"Nov 14, 2006"
72,Super Robot Taisen: Original Generation,GBA,8.2,"Aug 8, 2006"
72,NASCAR 07,XBOX,7,"Sep 6, 2006"
72,Auto Assault,PC,8.2,"Apr 13, 2006"
72,World Tour Soccer 06,PSP,tbd,"Jun 27, 2006"
72,FIFA 07 Soccer,DS,6.2,"Oct 3, 2006"
72,Capcom Classics Collection Vol. 2,XBOX,tbd,"Nov 24, 2006"
72,Super Swing Golf,WII,7.8,"Dec 12, 2006"
71,MX vs. ATV Unleashed,PC,7.3,"Jan 16, 2006"
71,Electroplankton,DS,7,"Jan 9, 2006"
71,Kirby: Squeak Squad,DS,7.8,"Dec 4, 2006"
71,DarkStar One,PC,7.2,"Aug 14, 2006"
71,Medal of Honor Heroes,PSP,7.9,"Oct 20, 2006"
71,CMT Presents: Karaoke Revolution Country,PS2,tbd,"Mar 21, 2006"
71,Marc Ecko's Getting Up: Contents Under Pressure,XBOX,7.6,"Feb 14, 2006"
71,Battlefield 2: Euro Force,PC,6.7,"Mar 15, 2006"
71,Cars,PS2,8.7,"Jun 6, 2006"
71,Cars,GC,6.7,"Jun 6, 2006"
75,Atelier Sophie: The Alchemist of the Mysterious Book,PS4,7.7,"Jun 7, 2016"
71,MotoGP 4,PS2,7.8,"Jun 20, 2006"
71,Command & Conquer: The First Decade,PC,8.7,"Feb 7, 2006"
71,Over the Hedge,DS,6.4,"May 5, 2006"
71,FIFA World Cup: Germany 2006,DS,7.2,"Apr 24, 2006"
71,Full Spectrum Warrior: Ten Hammers,PS2,8,"Mar 28, 2006"
71,Rogue Trooper,PS2,8.4,"May 23, 2006"
71,Thrillville,XBOX,1.7,"Nov 21, 2006"
71,Digimon World DS,DS,7.3,"Nov 7, 2006"
71,Major League Baseball 2K6,XBOX,5.7,"Apr 3, 2006"
71,Rogue Trooper,XBOX,8.5,"May 23, 2006"
71,Resident Evil: Deadly Silence,DS,8.1,"Feb 7, 2006"
71,Chromehounds,X360,7,"Jul 11, 2006"
75,Batman: The Telltale Series - Episode 4: Guardian of Gotham,XONE,5.1,"Nov 22, 2016"
75,Road to Ballhalla,PC,7.5,"Aug 5, 2016"
75,Resident Evil 5,XONE,8.1,"Jun 28, 2016"
75,Atelier Escha & Logy Plus: Alchemists of the Dusk Sky,VITA,8.2,"Jan 19, 2016"
75,Raiden V,XONE,7.8,"May 11, 2016"
75,Ittle Dew 2,PS4,6,"Nov 15, 2016"
75,Shantae and the Pirate's Curse,PS4,7.5,"Apr 9, 2016"
75,The Little Acre,XONE,8,"Dec 13, 2016"
75,RIVE,PS4,7.1,"Sep 13, 2016"
75,Hitman - Intro Pack,PC,3.8,"Mar 11, 2016"
71,Birth of America,PC,5.7,"Jul 26, 2006"
71,ParaWorld,PC,8.2,"Sep 27, 2006"
71,Monster Hunter Freedom,PSP,8.4,"May 23, 2006"
70,Worms: Open Warfare,PSP,6.8,"Mar 22, 2006"
70,Eragon,GBA,7,"Nov 14, 2006"
75,Valentino Rossi The Game,PS4,7.5,"Jun 17, 2016"
75,Push Me Pull You,PS4,6.6,"May 3, 2016"
75,Yomawari: Night Alone,VITA,8.3,"Oct 25, 2016"
75,Prison Architect,XONE,6.8,"Jul 1, 2016"
75,"Gremlins, Inc.",PC,5.4,"Mar 11, 2016"
75,Reus,PS4,2.8,"Oct 11, 2016"
75,Event[0],PC,6.7,"Sep 14, 2016"
75,Tropico 5 Penultimate Edition,XONE,6.4,"May 24, 2016"
74,Epistory - Typing Chronicles,PC,7.6,"Mar 30, 2016"
74,Batman: Arkham VR,PS4,7.2,"Oct 11, 2016"
74,Slain: Back from Hell,PC,8.4,"Aug 1, 2016"
74,Call of Duty: Black Ops III - Eclipse,PS4,3.8,"Apr 19, 2016"
74,Fallout 4: Nuka-World,PC,5.2,"Aug 30, 2016"
74,Kerbal Space Program,XONE,7,"Jul 15, 2016"
74,SuperHyperCube,PS4,6,"Oct 13, 2016"
74,Neverwinter,PS4,7,"Jul 19, 2016"
74,Grim Legends: The Forsaken Bride,XONE,tbd,"Jun 10, 2016"
74,I Am Setsuna,PS4,7.4,"Jul 19, 2016"
74,Not a Hero,PS4,6.4,"Feb 2, 2016"
74,Nobunaga's Ambition: Sphere of Influence - Ascension,PS4,6.7,"Oct 25, 2016"
74,Far Cry Primal,PC,5.2,"Mar 1, 2016"
74,The Turing Test,PC,6.8,"Aug 30, 2016"
74,Grow Up,XONE,7.3,"Aug 16, 2016"
74,Layers of Fear,PS4,7.5,"Feb 16, 2016"
74,Street Fighter V,PC,3.1,"Feb 16, 2016"
74,Heaven's Hope,PC,6.7,"Feb 25, 2016"
74,Shadow Complex Remastered,XONE,5.5,"Mar 16, 2016"
74,Call of Duty: Black Ops III - Awakening,PS4,5.4,"Feb 2, 2016"
74,Star Fox Guard,WIIU,7.3,"Apr 22, 2016"
74,Amplitude,PS4,7.2,"Jan 5, 2016"
74,Yesterday Origins,PC,7.3,"Nov 10, 2016"
74,Wild Guns Reloaded,PS4,5.9,"Dec 20, 2016"
74,Attack on Titan,PS4,7,"Aug 30, 2016"
74,Dead Rising 4,PC,3.7,"Dec 6, 2016"
74,Anarcute,XONE,7.3,"Jul 12, 2016"
74,Neon Chrome,PC,7.5,"Apr 28, 2016"
74,Eagle Flight,PC,6.9,"Oct 18, 2016"
74,Batman: The Telltale Series - Episode 3: New World Order,PS4,7.1,"Oct 25, 2016"
74,Blues and Bullets - Episode 2: Shaking The Hive,XONE,4.5,"Apr 8, 2016"
74,TASTEE: Lethal Tactics,PC,7.3,"May 10, 2016"
74,Disgaea PC,PC,5.9,"Feb 4, 2016"
