game_title,game_platform,game_release_date,metascore,user _score,game_summary
Kingdoms of Amalur: Re-Reckoning,PlayStation 4,2020-09-08,72,6.9,"The hit RPG returns! From the minds of the bestselling author R.A. Salvatore, spawn creator Todd mcfarlane, and Elder Scrolls IV: oblivion lead designer Ken rolston, comes kingdoms of amalur: re-reckoning. Remastered with stunning visuals and refined gameplay re-reckoning delivers intense, customizable RPG combat inside a sprawling game world. Uncover the secrets of amalur, from the vibrant city of rathir to the vast region of dalentarth to the grim dungeons of the brigand Hall caverns. Rescue a world torn apart by a vicious war and control the keys to immortality as the first Warrior ever to be resurrected from the grips of death. 

* Build the ideal character for the most intense combat, choosing from a countless combinations of skills, abilities, weapons and pieces of armor
* The revolutionary destiny system allows you to continuously evolve your character class to your style of play
* Seamlessly Integrate magical and melee attacks as you take on scores of enemies in grand fight sequences and finish them Off with brutal fate shift kills
* Extend your experience in amalur with all DLC from the original release, from teeth of naros to Legend of Dead kel and more!
* Hundreds of hours of RPG play await! Travel from the vibrant city of rathir, to the vast region of dalentarth, and the grim dungeons of the brigand Hall caverns as you uncover the secrets of amalur!"
Assassin's Creed: The Ezio Collection,PlayStation 4,2016-11-15,72,8.1,"Make history as the legendary Master Assassin, Ezio Auditore da Firenze, in Assassin's Creed: The Ezio Collection, which includes the acclaimed single-player campaigns and single-player add-on content from Assassin's Creed II, Assassin's Creed: Brotherhood, and Assassin's Creed: Revelations with enhanced graphics for Xbox One and PlayStation4 system.

Live the life of Ezio and learn the ways of the Assassin as he seeks vengeance for the betrayal of his family. Travel through 15th-century Renaissance Italy, including the capital Rome and finally onto 16th-century Constantinople.

Assassin's Creed II - Ezio's saga begins as you fight and explore through the open world of the Italian Renaissance in an era of arts, riches, and murderous conspiracy.

Assassin's Creed: Brotherhood - Journey into Italy's greatest city, Rome. The centre of power, greed, and corruption, as Ezio takes leadership of an entire Brotherhood of Assassins.

Assassin's Creed: Revelations - Two Assassins, one destiny. Embark on Ezio's final adventure as he walks in the footsteps of his great mentor, Altair, on a journey of discovery and revelation in 16th-century Constantinople and the heart of the Ottoman Empire."
PixelJunk Monsters 2,PlayStation 4,2018-05-18,72,7.0,Get ready to experience the next generation of real-time tower defense gameplay in the PixelJunk Monsters series.
Phoenix Point: Behemoth Edition,PlayStation 4,2021-10-01,72,6.4,"Phoenix Point delivers a new breed of turn-based strategy and action. Earth has been overrun. A mutating alien menace threatens the last remnants of mankind. Only the Phoenix Project, a secret organization of the greatest minds and bravest soldiers left, can fight back and save the world. It’s up to you to lead Earth’s resistance: explore a ravaged planet, build your bases, research and develop new techniques and technologies, manage resources on a global scale, and fight in full-scale, turn-based tactical battles to survive. But you won't be alone. Work together with different factions to unite mankind and take back the planet via Phoenix Point's diplomacy system, or crush all your rivals with military might. No matter what you choose, you’re in for a brutal challenge with endless replayability."
Dragon Ball: Xenoverse 2,PlayStation 4,2016-10-25,72,7.4,"DRAGON BALL XENOVERSE 2 builds upon the DRAGON BALL XENOVERSE with enhanced graphics that will further immerse players into the largest and most detailed Dragon Ball world ever developed.

DRAGON BALL XENOVERSE 2 delivers a new hub city and the most character customization choices to date among a multitude of new features and special upgrades.

*    Relive the Dragon Ball story by time traveling and protecting historic moments in the Dragon Ball universe
*    Brand new hub city more than 7X the size of the original game with 300 players online at the same time
*    Next-gen visuals bring the Dragon Ball anime experience to life
*    New characters and boss fights
*    More in depth character creation system and battle adjustments
*    Free updates and post launch support for more than a year"
FIFA 21,PlayStation 4,2020-10-06,72,0.9,"On the street and in the stadium, FIFA 21 has more ways to play than ever before.  FIFA 21 rewards you for your creativity and control all over the pitch. Create more scoring opportunities with all-new dynamic attacking systems in the most intelligent FIFA gameplay to date. A new Agile Dribbling system gives you the means to unleash your creativity in 1-on-1 situations. Use fast footwork, more responsive close control, and new skill moves like the ball roll fake to explode past defenders. In FIFA 21, increased positional awareness elevates footballers’ in-game intelligence to put them in the right place at the right time. See world-class forwards hold their runs in line with the last defender, creative playmakers find space to play through balls, and midfielders shut off passing lanes as players better live up to their real-world understanding of space and time on the pitch. [Electronic Arts]"
Jotun: Valhalla Edition,PlayStation 4,2016-09-09,72,6.0,"In Jotun, you play Thora, a Norse warrior who has died an inglorious death and must face the challenges of Viking purgatory to prove herself to the Gods and enter Valhalla."
Alone With You,PlayStation 4,2016-08-23,72,6.3,"Assume the role of the last survivor of a doomed space colony, trying to repair your ship and escape a planet before it implodes around you. Spend your days searching for clues and parts you need with your troubled AI companion, and your nights in the colony’s holo-sim chamber, experiencing some surprising, story-defining relationships. [Playstation.com]"
LEGO The Hobbit,PlayStation 4,2014-04-08,72,6.6,"From the makers of LEGO The Lord of the Rings, comes LEGO The Hobbit, inspired by the first two films in The Hobbit Trilogy: The Hobbit: An Unexpected Journey and The Hobbit: Desolation of Smaug as well as the collection  of LEGO The Hobbit constructions sets.  The interactive game of LEGO The Hobbit allows gamers to play along with their favorite scenes from the films, and follows the Hobbit Bilbo Baggins as he is recruited by the Wizard Gandalf to aid Thorin Oakenshield and his Company of Dwarves. Bilbo leaves the comforts of the Shire on a journey through Middle-earth to help the Dwarves reclaim their lost Kingdom of Erebor within the Lonely Mountain. Along the way, he is introduced to ravenous Trolls, dangerous Orcs and, of course, Gollum and his precious Ring.  Players utilize and combine the Dwarves’ unique abilities to solve a diverse array of Quests."
Peggle 2,PlayStation 4,2014-10-14,72,7.1,"Everything is better with Peggle! Catch Peggle fever now on Xbox One. Master over 120 new levels and trials in the sequel to one of the most addictive puzzle action games of all time. Unleash amazing magic powers as you learn from Peggle Master Bjorn, and 4 all-new masters like the dark and mysterious Luna, while you shoot balls at colorful, challenging boards of pegs to reach Extreme Fever. But there's more! Unlocked costumes allow you to dress up the various masters for laughs. Four-player Peg Party mode lets you deploy your Peggle skills to the utmost against friends and family. Game DVR lets you save and share replays of your most astonishing shots, while Kinect support gives you the chance to aim and shoot with only your hands and voice. Truly, Peggle 2 is a game for our age, and indeed all ages!"
Phantom Breaker: Battle Grounds Overdrive,PlayStation 4,2015-07-23,72,7.0,"A 2D co-operative, side-scrolling beat ‘em up."
Just Cause 3: Sky Fortress,PlayStation 4,2016-03-15,72,5.9,"Just Cause 3: Sky Fortress is the first PDLC pack from the Air, Land & Sea Expansion pass. Be the master of the skies with Rico's all new and fully armed, Bavarium Wingsuit. Save Medici from the threat of the terrifying Sky Fortress and its army of deadly robotic drones. This content pack includes new missions, challenges, the ""Bavarium Splitter"" assault rifle and the ""Evictor"" personal defence drone, all of which can be carried over into the main game."
Minecraft: Story Mode - Episode 5: Order Up!,PlayStation 4,2016-03-29,72,7.0,"In Episode 5, on a tip from Ivor, Jesse and friends head to an abandoned temple holding mysterious treasures. Ambushed by former Ocelot Aiden and his crew, our heroes find themselves in an entirely new world: Sky City! As they explore, the Order finds that resources are at a premium, and nothing but 'The Void' exists below the known world. When Aiden convinces Sky City's ruler that the New Order of the Stone are up to no good, you'll need to make some tough choices to clear your name, and keep Aiden from destroying an innocent world."
Psycho-Pass: Mandatory Happiness,PlayStation 4,2016-09-13,72,6.7,"2112, Tokyo. Decide the fates of Nadeshiko Kugatachi and Takuma Tsurugi, two new detectives assigned to Division 1. Every decision has its own repercussion, victims can become criminals, and the story may end quicker than expected. [Playstation.com]"
UEFA EURO 2016,PlayStation 4,2016-04-21,72,6.0,"KONAMI’s official UEFA EURO 2016 title is added to PES 2016’s main menu screen and instantly visible on loading the game. The disc-based release contains both the full PES 2016 game and UEFA EURO 2016 content. The UEFA EURO 2016 mode features full iconography and presentation elements from this year’s tournament, and also includes the Stade de France stadium, which hosts the final in July. From the 24 qualified teams that feature real players with hundreds of authentic player faces, 15 fully licensed teams will be included with the latest strips for England, Wales, Germany, Spain, Portugal, Italy, Ukraine, Czech Republic, Croatia, Slovakia, Iceland, Turkey, Albania, Northern Ireland and hosts France, all perfectly recreated. All squads will also be in line with those of the qualifying nations with the various playing styles perfectly replicated via the game’s innovative Player ID and Team ID systems, which mimic the exact playing styles of both individual players and the team as a whole. [Konami]"
Dreadnought,PlayStation 4,2017-06-06,72,5.3,"Focused on the wars waged between massive space battleships, Dreadnought aims to put you in the midst of large-scale battles while making you manage all of the systems of such spacecraft."
Star Ocean 3: Till the End of Time,PlayStation 4,2017-05-23,72,7.8,"An attack from an unknown power in space threatens the peace between humans and aliens. The attack forces Fayt Leingod and his friend Sophia Esteed to separate from Fayt's parents and flee from the planet. Now it's up to you to guide these two characters through a variety of side quests and sub-events to find their loved ones. Dress your characters, equip them with weapons, and then conquer the land. Up to three characters can fight and move together on the battlefields."
Tiny Trax,PlayStation 4,2017-07-25,72,4.9,"Epic racing in a tiny world. Childhood imagination comes to life as tiny racers boost around your body, jump overhead and drift around bends inches from your face."
Comet Crash 2: The Kronkoid Wars,PlayStation 4,2017-08-08,72,tbd,"Building on the original, Comet Crash 2 is a strategy gamer’s dream with intuitive real-time action combined with tons of depth. The endless variety of gameplay plus online and offline multiplayer battles and co-op delivers a thrilling time whether you are solo or with friends."
The Raven Remastered,PlayStation 4,2018-03-13,72,5.8,"London, 1964. An ancient ruby has been stolen from the British Museum. At the crime scene: a raven feather. Is someone trying to follow in the footsteps of The Raven, the legendary master thief who disappeared years before?"
Mutant Football League: Dynasty Edition,PlayStation 4,2018-10-30,72,7.5,"Mutants and monsters unleash maniacal carnage on the gridiron in a fully-3D, arcade-style football game. This funny (and brutal) parody of professional American football delivers intense online multiplayer action, deep strategy, and deadly humor. Mutant Football League: Dynasty Edition includes Dynasty Mode, two new teams, and new playable races."
Retro Machina,PlayStation 4,2021-05-12,72,tbd,Retro Machina is a single-player action and exploration game set in a retro-futuristic universe. Experience the journey of a little robot as they solve intricate puzzles and begin unraveling the mysteries of a world long forgotten.
Kill It With Fire,PlayStation 4,2021-03-04,72,tbd,Kill It With Fire is a first-person action game about hunting spiders and causing collateral damage.
Who Pressed Mute on Uncle Marcus?,PlayStation 4,2022-03-18,72,4.7,"Every year, Abby's mum has a family quiz on her birthday. It's a long-held tradition, one that brings the whole rich and eccentric family together - and one that Abby dreads. But this year's quiz comes with a shocking difference... as it's about to begin, her beloved Uncle Marcus tells her that he's dying - and someone in the family has poisoned him. Abby is the only one he can trust... 

An eccentric FMV murder mystery with a twist: someone has poisoned Uncle Marcus. Uncover the truth in the yearly family quiz and try to save him before it is too late."
Sonic Origins,PlayStation 4,2022-06-23,72,5.9,"Relive the classic collected adventures of Sonic The Hedgehog, Sonic The Hedgehog 2, Sonic 3 & Knuckles, and Sonic CD in the newly remastered Sonic Origins! From the iconic Green Hill Zone to the treacherous Death Egg Robot, you'll speed down memory lane to thwart the sinister plans of Doctor Robotnik in polished high definition! This latest version includes new areas to explore, additional animations, and a brand new Anniversary mode! Explore the classic Sonic titles in high-resolution, with all-new opening and ending animations for each title! New Unlockables: Complete various missions to collect coins to unlock new content, challenges, and Special Stages through the Museum. Classic and Anniversary Mode. Choose to Spin Dash your way through the numerous zones in Classic mode with the game's original resolution and limited lives, or the new Anniversary mode with unlimited lives and revamped fullscreen resolution."
Red Dead Redemption and Undead Nightmare,PlayStation 4,2023-08-17,72,1.6,"Red Dead Redemption: When federal agents threaten his family, former outlaw John Marston is forced to hunt down the gang of criminals he once called friends. Step into the events immediately following the 2018 blockbuster, Red Dead Redemption 2, in the critically acclaimed tale of Marston’s journey to bury his blood-stained past, one man at a time. Undead Nightmare: When former outlaw John Marston wakes up at his farmhouse, he finds a world gone insane: overnight, deranged hordes have overrun the towns and outposts of the American frontier. In a desperate attempt to save his family, Marston must traverse a world torn apart by chaos and disorder, using every skill he has to survive long enough to find a cure."
Apex Construct,PlayStation 4,2018-02-20,72,6.1,"In this atmospheric first-person action game built for VR, the fate of mankind rests on you — the last human alive."
Valley,PlayStation 4,2016-08-23,72,7.3,Explore the vast and beautiful game world of Valley using the power of the L.E.A.F. SUIT: a fierce exoskeleton that grants exceptional speed and agility along with the phenomenal ability to manipulate the life and death of all living things.
Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue,PlayStation 4,2017-04-18,72,5.7,"Marvel’s Guardians of the Galaxy: The Telltale Series delivers a wholly new story of the universe’s unlikeliest heroes, the rag-tag band of outlaws who go by the names Star-Lord, Gamora, Drax, Rocket, and Groot. In the wake of an epic battle, the Guardians discover an artifact of unspeakable power."
Spellbreak,PlayStation 4,2020-09-03,72,7.6,"Spellbreak is an epic fantasy action spellcasting game where players choose a class, weave spectacular spell combinations and fight other players to become an all-powerful battlemage."
Patapon,PlayStation 4,2017-08-01,72,5.4,"Set among a variety of colorful 2D backgrounds, Patapon unfolds through more than 30 missions with more than 20 different environments, where players are tasked with outfitting the Patapon army, collecting resources, and using strategy to grow the tribe into a devastating fighting force. Incorporating various button-timed drumbeats in real-time to control the Patapons, players will strategically traverse through each environment, battling enemies each step of the way. The game presents a variety of warrior types such as archers, infantry, cavalry, and more that players can unlock, along with a wide selection of more than 100 weapon and shield upgrades, allowing players to customize their forces throughout the funky adventure."
STAY,PlayStation 4,2018-09-12,72,5.6,"When Quinn wakes up alone in a locked room with nothing of note save for a computer hooked up to an internet chat room in which you’re present, you become his single ray of hope."
Destiny: Rise of Iron,PlayStation 4,2016-09-20,72,4.8,"Destiny: Rise of Iron is the next expansion to the Destiny universe. It features an all new cinematic story campaign set within The Plaguelands, a brand new location on Earth. Under the command of Lord Saladin you will face a new faction of Fallen Devils, the Splicers, while unravelling the mystery of the Iron Lords. Rise of Iron features new weapons, armor, and gear, as well as a new cooperative three-player Strike, a new mode and maps for the Crucible competitive multiplayer, and an all new six-player cooperative Raid. [Activision]"
Blood Bowl 2,PlayStation 4,2015-09-22,72,6.8,"Blood Bowl II mashes Warhammer and football together, in an explosive cocktail of turn-based strategy, humor and brutality, adapted from Games Workshop’s board game."
Semispheres,PlayStation 4,2017-02-14,72,tbd,Semispheres is a meditative parallel puzzle game that places dual realities at the heart of its challenge. Its unique single-player split-screen mechanic challenges your brain by putting you in control of two characters at the same time.
Marvel's Guardians of the Galaxy - Episode 5: Don't Stop Believin',PlayStation 4,2017-11-07,72,6.3,"In the aftermath of an unbearable sacrifice, the Guardians finally fracture. With her opposition in shambles, Hala renews her campaign of death and devastation, carving a path of indiscriminate destruction en route to Knowhere."
Tools Up!,PlayStation 4,2019-12-03,72,7.2,"Tools Up! is a party co-op letting you test your renovation and teamwork skills. Paint walls, tear off wallpaper, and move couches against the clock."
Warriors Orochi 4,PlayStation 4,2018-10-16,72,8.0,Pick from 170 characters: Heroes gather from the Samurai Warriors and Dynasty Warriors Universes. Assume the Power of the Gods: Enjoy brand new Musou action. Sacred treasures empowered by a miraculous power enable characters to evoke magic attacks. The infamous one versus thousands battle action sees new additions.
They Are Billions,PlayStation 4,2019-07-01,72,6.1,They Are Billions is a Steampunk strategy game set on a post-apocalyptic planet. Build and defend colonies to survive against the billions of the infected that seek to annihilate the few remaining living humans. Can humanity survive after the zombie apocalypse?
Disc Jam,PlayStation 4,2017-03-07,72,6.3,Disc Jam is a multiplayer arcade sports title that pits 2-4 players against each other in a unique combination of air hockey and tennis. Players scramble to retrieve and throw a glowing disc while unleashing devastating abilities and defending variable-point end zones. [High Horse Entertainment]
Borderlands 2 VR,PlayStation 4,2018-12-14,72,7.4,Virtually immerse yourself in the untamed world of Borderlands. Step into the boots of a treasure-seeking Vault Hunter armed with 87 bazillion guns on a quest to line your pockets with loot.
Fist of the North Star: Lost Paradise,PlayStation 4,2018-10-02,72,7.7,"Explore an alternate version of the Fist of the North Star canon; take control of Kenshiro as he searches for his lost love Yuria in a post-apocalyptic wasteland. For anyone unfamiliar with the original story, Lost Paradise can be enjoyed as a completely standalone experience."
Pac-Man Museum+,PlayStation 4,2022-05-27,72,7.2,"PAC-MAN MUSEUM+ presents a unique curated collection of classic and modern PAC-MAN games from the over 40-year history of the storied iconic videogame character’s library. Fans and enthusiasts will be able to enjoy the iconic original arcade classic alongside more modern frenetic titles, including PAC-MAN BATTLE ROYALE, PAC-MAN 256, and more!

*Featured Games in PAC-MAN MUSEUM+, include:

PAC-MAN
SUPER PAC-MAN
PAC & PAL
PAC-LAND
PAC-MANIA
PAC-ATTACK
PAC-IN-TIME
PAC-MAN ARRANGEMENT Arcade ver.
PAC-MAN ARRANGEMENT CS ver.
PAC-MAN CHAMPIONSHIP EDITION
PAC Motos
PAC’N ROLL REMIX
PAC-MAN BATTLE ROYALE
PAC-MAN 256"
Megaton Rainfall,PlayStation 4,2017-10-17,72,6.7,"Become an indestructible interdimensional superbeing in this first-person superhero game, and save Earth from an alien invasion."
Serial Cleaner,PlayStation 4,2017-07-11,72,7.1,"Slip on your flares, grab your shades, and hop in your station wagon — it’s time to go to work… as a professional cleaner for the mob."
Rogue Aces,PlayStation 4,2018-04-12,72,4.6,Join the Rogue Aces and liberate the islands from The Baron and his dreaded pilots. Will you be able to face the fiercest of foes with only one life and three planes?
Until Dawn: Rush of Blood,PlayStation 4,2016-10-13,72,7.9,"From the warped minds of the team behind PS4 horror classic Until Dawn, comes Until Dawn: Rush of Blood  a virtual reality experience to strike fear into the hearts of every trigger-happy arcade shooter fan. Arm yourself to the teeth then blast your way through a horde of enemies and monsters coming at you from all angles. Duck and dodge everything thats thrown at you in this fright-filled rollercoaster ride from hell  exclusive to PlayStation VR. Can you survive seven levels of pure terror to top the global leaderboards? With multiple paths to take and nightmarish themes to scare the living daylights out of you, no two rides will ever be the same  and neither will you..."
Earth Defense Force 5,PlayStation 4,2018-12-11,72,7.5,"Become an EDF Soldier and Save Earth. Become one of the soldiers of EDF and exterminate the invading aliens. Protect peace on Earth. Human-Looking Aliens Appear for the First Time in The Series
What are the unprecedented and intellectual alien beings from another planet called the 'Primer'? A series-first enemy alien finally appears. The battle with this intelligent enemy produces unprecedented deep despair, while leading the player to the most fun yet as EDF must confront them with courage and wisdom."
Minecraft: Story Mode - Episode 4: A Block and a Hard Place,PlayStation 4,2015-12-22,72,6.5,"Minecraft: Story Mode is like a playable TV show based on the Minecraft game, where YOU are the star, and your choices and actions decide how the story is told. You assume the role of Jesse, and you and your friends are thrown into an adventure to save the world. While visiting EnderCon, your crew stumbles on something dreadful. Terror is unleashed, and your only hope is to track down the “Order of the Stone”, a fabled group of adventurers who slew the legendary Ender Dragon. But where are they? In a race against time, you will travel across the over-world, through the Nether, to The End, and beyond. [Telltale Games]"
Star Ocean 4: The Last Hope - 4K & Full HD Remaster,PlayStation 4,2017-11-28,72,6.9,"Earth has been decimated by World War III, and now, humanity must turn to the stars in search of a newhome. Explore the galaxy on your quest, make allies and enemies among the alien races you encounter, and uncover a danger so great that it threatens all of creation."
Outriders,PlayStation 4,2021-04-01,72,4.9,"Outriders is a 1-3 player co-op RPG shooter set in an original, dark and desperate sci-fi universe. As mankind bleeds out in the trenches of Enoch, you'll create your own Outrider and embark on a journey across the hostile planet. With rich storytelling spanning a diverse world, you'll leave behind the slums and shanty towns of the First City and traverse forests, mountains and desert in the pursuit of a mysterious signal. Combining intense gunplay with violent powers and an arsenal of increasingly twisted weaponry and gear-sets, Outriders offers countless hours of gameplay from one of the finest shooter developers in the industry People Can Fly."
Audica,PlayStation 4,2019-11-05,72,tbd,"Audica is a VR rhythm shooter from Harmonix, the makers of Rock Band and Dance Central. Armed with a pair of rhythm blasters, shoot and smash targets to the beat of a soundtrack that features songs from some of the world’s most popular artists."
Dead or Alive 6,PlayStation 4,2019-03-01,72,8.0,"DEAD OR ALIVE 6 is a fast-paced 3D fighting game, produced by Koei Tecmo Games, featuring graphics and multi-tiered stages that create a truly entertaining competitive experience. The story follows the events of DEAD OR ALIVE 5, focusing on 2 separate main narratives; namely, the battle between “Ninja and DOATEC” versus “M.I.S.T. lead by Donovan”, and the events that occur during the 6th DEAD OR ALIVE Tournament. New side story episodes will also be added for returning characters. Following the tradition, fights in DEAD OR ALIVE 6 are based on a triangle system: strikes beat throws, throws beat holds, and holds beat strikes. Landing a well-timed attack of the type that beats your opponent’s attack, like landing a strike when an opponent tries to throw, will result in a Hi Counter attack and do more damage."
The Deadly Tower of Monsters,PlayStation 4,2016-01-19,72,7.0,"Fire up your ray guns, crystal swords, and laser whips, and get ready for thrills and chills! With three incredible movie stars playing out decidedly B-level sci-fi exploits, Dick Starspeed, Scarlet Nova, and Robot will have you ready to jump off the side of the tower--right into adventure!"
Planescape: Torment: Enhanced Edition / Icewind Dale: Enhanced Edition,PlayStation 4,2019-10-15,72,4.6,"Planescape: Torment Enhanced Edition

""What can change the nature of a man?"" 

You are the Nameless One, a hulking figure covered in scars and tattoos collected over the course of countless livesnone of which you can remember, but are now coming back to haunt you. You are prodded awake by Morte, a floating skull and keeper of secrets, to embark on an adventure from the dirty streets of Sigil through the mysterious Outer Planes and even into the depths of Hell itself. 

Soon, you will discover that some destinies cannot be escaped and some memories are greater burdens than an even an immortal can bear. 

Contains: 

* Original Planescape: Torment campaign 
* Restored quest content, cut from the original game 

The Planes Await 
Explore the furthest and most bizarre reaches of the Dungeons & Dragons multiverse, filled with strange magics, talking weapons, philosophic undead, and more.

Strange Bedfellows 
A chaste succubus who can kill with a kiss. A confused crossbow-wielding cube. A suit of armor animated by a spirit demanding justice. Join these companions and more on your journey through the planes.

Optimized for Console
Experience Planescape: Torment in HD with a reworked interface designed for Console

Icewind Dale Enhanced Edition 

Evil stirs beneath the Spine of the World. 

Journey deep into Icewind Dale, a harsh and unforgiving territory settled only by the hardiest folk. Battle the cunning, ferocious beasts that survive among the snow-shrouded peaks, and confront an evil that schemes to wreak destruction upon the world. 

Originally released in 2000, Icewind Dale is a Dungeons & Dragons tactical isometric roleplaying game set in the legendary Forgotten Realms. 

Contains: 

* Original Icewind Dale campaign 
* Heart of Winter expansion 
* Trials of the Luremaster expansion 
* Adventurers of Neverwinter voice and portrait pack
* Restored quest content, cut from the original game 

New Character Options 
Select from over 30 new kits and classes to create the perfect adventuring party; customize your heroes with expanded options for hair, skin, and clothing colors, as well as new portraits and voice sets.

Gather Your Party 
Tackle the dangers of Icewind Dale alone or with friends in co-op multiplayer.

Optimized for Console
Experience Icewind Dale in HD with a reworked interface design!"
Republique,PlayStation 4,2016-03-22,72,5.9,"In République on PS4, players finally take full control of Hope, a young woman held captive inside Metamorphosis, a shadowy totalitarian state ruled by the omnipresent Overseer. By hacking into this secret nation’s elaborate surveillance network, players and Hope begin a treacherous journey to freedom."
Darksiders II: Deathinitive Edition,PlayStation 4,2015-10-30,72,8.0,"Darksiders II follows the actions of Death, one of the four horsemen of the Apocalypse, in a tale that runs parallel to the events in the original Darksiders game. This journey propels Death across an expansive game world as he tries to redeem his brother, War, the horseman blamed for prematurely starting the Apocalypse in Darksiders."
Assassin's Creed Syndicate: Jack the Ripper,PlayStation 4,2015-12-15,72,7.1,"20 years after the events of Assassin’s Creed Syndicate, 'JACK THE RIPPER' has embarked on a brutal reign of terror that shocks London to its core and threatens the very existence of the Brotherhood of Assassins."
LOUD on Planet X,PlayStation 4,2016-04-19,72,tbd,"Loud is a strange mash-up of two genres — rhythm tap and tower defence. Choose from a cross-section of top indie music artists, then defend your stage from hordes of quirky aliens by tapping to the music and using a fun assortment of makeshift weapons like speakers, strobe lights, fog machines, amplifiers, bouncers and custom special attacks. [Playstation.com]"
140,PlayStation 4,2016-09-06,72,tbd,"At its heart 140 is an old-school platformer set in a world of abstract colorful graphics, but it has a musical twist. You’ll need to overcome obstacles that are controlled by an energetic, yet melancholic electronic soundtrack - meaning you’ll need a heightened sense of rhythm to sync up your every move and jump to the music."
Death Squared,PlayStation 4,2017-03-14,72,tbd,"Death Squared is a multiplayer puzzle game about cooperation, communication, and robot explosions."
El Hijo: A Wild West Tale,PlayStation 4,2021-03-25,72,6.6,"El Hijo: A Wild West Tale is an exciting spaghetti-western stealth game, in which you guide a 6-year-old boy on his quest to find his mother.

As a six-year-old, ""El Hijo"" must always sneak past the dangers of his world. As he overcomes his challenges, he gains self-confidence and cunning and with it more schemes to get past his foes. On his journey, he will find himself in a remote monastery, a harsh and unforgiving stretch of desert and a frontier town rife with crime and villainy.

The journey begins when a farmer and her son El Hijo are attacked by bandits who raze their farm to the ground. The mother decides to leave ""El Hijo"" at a secluded monastery in order to protect him. However, El Hijo decides that the monastic life is not for him and decides to escape. ""El Hijo - A Wild West Tale"" is a non-violent stealth game. Violence is instead exchanged with the mischievous, playfulness of a young child. Shadowplay is in the core of the game and ""El Hijo"" will often have to hide. Without needlessly adding new mechanics, the gameplay is extended naturally, as variations of existing mechanics are gradually introduced and then combined with each other to increase the challenge. These twists on familiar mechanics are often a product of the varied, increasingly dangerous environments that ""El Hijo"" must traverse to reach his ultimate goal."
Shadow Warrior 2,PlayStation 4,2017-05-19,72,7.1,"Shadow Warrior 2 is the evolution of Flying Wild Hog’s offbeat first-person shooter following the further misadventures of former corporate shogun Lo Wang. Now surviving as a reclusive mercenary on the edge of a corrupted world, the formidable warrior must again wield a devastating combination of guns, blades, magic and wit to strike down the demonic legions overwhelming the world. Battle alongside allies online in four-player co-op or go it alone in spectacular procedurally-generated landscapes to complete daring missions and collect powerful new weapons, armor, and arcane relics of legend."
Magicka 2,PlayStation 4,2015-05-26,72,6.4,"Magicka 2 brings the spellcasting system, irreverent humor, and relationship-testing friendly fire into an all-new adventure with up to 4-player co-op for the PlayStation 4 and PC."
Shape of the World,PlayStation 4,2018-06-05,72,tbd,"A first-person exploration game that grows around you. Without your presence, will the forest still come alive?"
PlayerUnknown's Battlegrounds,PlayStation 4,2018-12-07,72,3.2,"From the makers of the best-selling PC phenomenon, PlayerUnknown's Battlegrounds drops players into a competitive survival battle where you'll engage in a heart-racing fight to be the last player left alive. Loot supplies, find weapons and gear-up to take on the competition. Emerge the lone survivor in a thrilling game experience full of unexpected, adrenaline-pumping moments.

FEATURES:

* The Battleground Awaits: Parachute onto a massive remote island with nothing but your wits and the clothes on your back. Explore, loot and locate weapons or use vehicles to find supplies and gear-up for fast-paced combat.

* Claim Victory: Defeat every player on the map to earn your bragging rights as the last player left standing. Not just a Game. This is Battle Royale. 

* Xbox One X Enhanced: PlayerUnknown's Battlegrounds is Xbox One X Enhanced, with High Dynamic Range technology to bring out the true visual depth of the battleground."
SIMULACRA,PlayStation 4,2019-12-03,72,3.9,"Simulacra is an interactive FMV horror game about exploring a missing woman’s phone — from the creators of Sara is Missing. Recover lost files, piece back corrupted data, and retrace her final steps. Find her before it’s too late."
Marvel vs. Capcom: Infinite,PlayStation 4,2017-09-19,72,4.6,"The epic clash between two storied universes returns with Marvel vs. Capcom: Infinite, the next era of the action-fighting game series. Marvel and Capcom universes collide like never before as iconic characters team up for action-packed player-versus-player combat."
MouseCraft,PlayStation 4,2014-07-08,72,5.7,"Crunching Koalas, the team behind the title, promises that its debut outing combines the best elements of Tetris and Lemmings to create a puzzle experience that really tests your wits. Moreover, the game features a level editor, and is both cross-buy and cross-save compatible."
Dead Rising 4: Frank's Big Package,PlayStation 4,2017-12-05,72,5.2,"Dead Rising 4: Frank's Big Package is a special delivery that will let PlayStation 4 players unwrap the Dead Rising 4 main game, in addition to all other previously released game content. The new bundle will also introduce a game mode called ""Capcom Heroes,"" an all-new way to experience the Dead Rising 4 story that lets Frank West wear outfits and perform outrageous special attacks inspired by classic Capcom characters.

In Dead Rising 4, players will step foot inside the seasonal festivities of Willamette, Colorado amidst a mysterious outbreak that is spreading across the Willamette Memorial Megaplex Mall and surrounding town. Photojournalist Frank West returns 16 years after the events of the original Dead Rising. An ordinary guy that finds himself in extraordinary situations, Frank seeks to uncover the truth behind a government conspiracy responsible for the outbreak. With intense action and an unmatched level of weapon and character customization, Dead Rising 4, delivers a heart pounding experience as players explore, scavenge and fight to survive in an open world sandbox on the brink of the next zombie apocalypse."
