id,game_name,console,game_type,finished,published_year,played_year,hours_played,perso_score,multiplayed,fuzz,game_title,game_platform,game_release_date,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,metascore,Critic_Count,user _score,User_Count,Developer,Rating,game_summary
191,FIFA 16,PS4,Sport,FALSE,2015,2016,20,80,TRUE,FIFA 16,FIFA 16,PS4,2015,Sports,Electronic Arts,1.12,6.12,0.06,1.28,8.57,82,42,4.3,896,EA Sports,E,
193,Super Mario Bros.,NES,Platformer,TRUE,1985,1993,20,82,TRUE,Super Mario Bros.,Super Mario Bros.,NES,1985,Platform,Nintendo,29.08,3.58,6.81,0.77,40.24,,,,,,,
194,Super Mario Bros. 2,NES,Platformer,TRUE,1988,1995,15,83,TRUE,Super Mario Bros. 2,Super Mario Bros. 2,NES,1988,Platform,Nintendo,5.39,1.18,0.7,0.19,7.46,,,,,,,
195,Super Mario Bros. 3,NES,Platformer,TRUE,1988,1995,20,90,TRUE,Super Mario Bros. 3,Super Mario Bros. 3,NES,1988,Platform,Nintendo,9.54,3.44,3.84,0.46,17.28,,,,,,,
196,New Super Mario Bros. Wii,Wii,Platformer,TRUE,2008,2010,20,90,TRUE,New Super Mario Bros. Wii,New Super Mario Bros. Wii,Wii,2009,Platform,Nintendo,14.44,6.94,4.7,2.24,28.32,87,80,8.4,594,Nintendo,E,
197,Super Mario Land,GameBoy,Platformer,TRUE,1989,1993,5,65,TRUE,Super Mario Land,Super Mario Land,GameBoy,1989,Platform,Nintendo,10.83,2.71,4.18,0.42,18.14,,,,,,,
198,Mario Kart: Double Dash,GameCube,Racing,TRUE,2003,2003,30,90,TRUE,Mario Kart: Double Dash,Mario Kart: Double Dash,GameCube,2003,Racing,Nintendo,,,,,7.5,87,,8.6,,,,
199,Super Mario Kart,SNES,Racing,FALSE,1992,2000,5,80,TRUE,Super Mario Kart,Super Mario Kart,SNES,1992,Racing,Nintendo,3.54,1.24,3.81,0.18,8.76,83,,8.6,,,,
200,Mario Kart Wii,Wii,Racing,FALSE,2008,2008,30,90,TRUE,Mario Kart Wii,Mario Kart Wii,Wii,2008,Racing,Nintendo,15.68,12.76,3.79,3.29,35.52,82,73,8.3,709,Nintendo,E,
201,Mario Kart Deluxe,Switch,Racing,FALSE,2017,2020,5,90,TRUE,Mario Kart Deluxe,Mario Kart Deluxe,Switch,2018,Racing,Nintendo,,,,,24.8,92,,8.6,,,,
202,Mario Kart 64,N64,Racing,FALSE,1996,2001,10,85,TRUE,Mario Kart 64,Mario Kart 64,N64,1996,Racing,Nintendo,5.55,1.94,2.23,0.15,9.87,83,,,,,,
203,Super Mario 64,N64,Racing,FALSE,1996,1996,15,92,TRUE,Super Mario 64,Super Mario 64,N64,1996,Platform,Nintendo,6.91,2.85,1.91,0.23,11.89,94,,8.6,,,,
204,Super Smash Bros. Melee,GameCube,Versus Fighting,TRUE,2002,2002,30,92,TRUE,Super Smash Bros. Melee,Super Smash Bros. Melee,GameCube,"Dec 3, 2001",,,,,,,,92,,,,,,"Nintendo's all-star cast of combatants is back in Super Smash Bros. Melee, along with a new batch of brawlers ready to tear it up.  The sequel to Super Smash Bros. keeps the same basic premise: Characters duke it out in interactive environments, using special attacks and various items to knock each other into the abyss.  Some new defensive techniques add an even deeper level of complexity to the combat.  In addition to traditional battle royale matches, players can select all-new ways to play like Coin mode and Tournament mode."
205,Mario Party 5,GameCube,Party Game,TRUE,2003,2003,50,89,TRUE,Mario Party 5,Mario Party 5,GameCube,"Nov 10, 2003",,,,,,,,69,,,,,,"Mario Party 5 gives the Mario Party series new game boards, more than 60 new minigames, new playable characters, an expanded single-player mode and, of course, more multiplayer madness than you can handle.  In Mario Party 5, Mario and his friends are trying to restore peace to Dream World by racing around a collection of game boards.  This time around, players can change the location of event spaces by using special capsules found on each board.  The player with the most stars and coins at the end of the game wins."
206,Mario Party 3,N64,Party Game,TRUE,2003,2003,50,92,TRUE,Mario Party 3,Mario Party 3,N64,2000,Misc,Nintendo,0.72,0.16,1.01,0.02,1.91,74,,8.2,,,,
211,Perfect Dark,N64,FPS,FALSE,2000,2000,5,80,TRUE,Perfect Dark,Perfect Dark,N64,2000,Action,Nintendo,1.55,0.75,0.16,0.06,2.52,,,,,,,
212,Rayman 2: The Great Escape,N64,Action-Adventure,FALSE,1999,2000,20,88,TRUE,Rayman 2: The Great Escape,Rayman 2: The Great Escape,N64,1999,Platform,Ubisoft,0.4,0.22,0,0.02,0.64,,,,,,,
212,Rayman 2: The Great Escape,N64,Platformer,FALSE,1999,2000,20,88,TRUE,Rayman 2: The Great Escape,Rayman 2: The Great Escape,N64,1999,Platform,Ubisoft,0.4,0.22,0,0.02,0.64,,,,,,,
214,Rayman Origins,Wii,Action-Adventure,FALSE,2011,2011,20,89,TRUE,Rayman Origins,Rayman Origins,Wii,2011,Platform,Ubisoft,0.21,0.27,0,0.06,0.55,92,13,8.3,127,UBlart Montpellier,E10+,
214,Rayman Origins,Wii,Platformer,FALSE,2011,2011,20,89,TRUE,Rayman Origins,Rayman Origins,Wii,2011,Platform,Ubisoft,0.21,0.27,0,0.06,0.55,92,13,8.3,127,UBlart Montpellier,E10+,
216,Pokemon Yellow: Special Pikachu Edition,GameBoy,Action-Adventure,TRUE,1997,1998,40,92,TRUE,Pokémon Yellow: Special Pikachu Edition,Pokémon Yellow: Special Pikachu Edition,GameBoy,1998,Role-Playing,Nintendo,5.89,5.04,3.12,0.59,14.64,,,,,,,
216,Pokemon Yellow: Special Pikachu Edition,GameBoy,JRPG,TRUE,1997,1998,40,92,TRUE,Pokémon Yellow: Special Pikachu Edition,Pokémon Yellow: Special Pikachu Edition,GameBoy,1998,Role-Playing,Nintendo,5.89,5.04,3.12,0.59,14.64,,,,,,,
217,Pokemon Gold/Pokemon Silver,GameBoy,Action-Adventure,TRUE,1999,1999,40,95,TRUE,Pokemon Gold/Pokemon Silver,Pokemon Gold/Pokemon Silver,GameBoy,1999,Role-Playing,Nintendo,9,6.18,7.2,0.71,23.1,,,,,,,
217,Pokemon Gold/Pokemon Silver,GameBoy,JRPG,TRUE,1999,1999,40,95,TRUE,Pokemon Gold/Pokemon Silver,Pokemon Gold/Pokemon Silver,GameBoy,1999,Role-Playing,Nintendo,9,6.18,7.2,0.71,23.1,,,,,,,
218,Wii Sports,Wii,Sport,FALSE,2006,2006,5,80,TRUE,Wii Sports,Wii Sports,Wii,2006,Sports,Nintendo,41.36,28.96,3.77,8.45,82.53,76,51,8,322,Nintendo,E,
223,Cyberpunk 2077,PC,RPG,TRUE,2020,2020,120,99,FALSE,Cyberpunk 2077,Cyberpunk 2077,PC,"Dec 10, 2020",,,,,,,,86,,,,,,"Cyberpunk 2077 is an open-world, action-adventure story set in Night City, a megalopolis obsessed with power, glamour and body modification. Assume the role of V, a mercenary outlaw going after a one-of-a-kind implant that is the key to immortality. You can customize your character’s cyberware, skillset and playstyle, and explore a vast city where the choices you make shape the story and the world around you. Become a cyberpunk, an urban mercenary equipped with cybernetic enhancements and build your legend on the streets of Night City. Take the riskiest job of your life and go after a prototype implant that is the key to immortality."
223,Cyberpunk 2077,PC,Open World,TRUE,2020,2020,120,99,FALSE,Cyberpunk 2077,Cyberpunk 2077,PC,"Dec 10, 2020",,,,,,,,86,,,,,,"Cyberpunk 2077 is an open-world, action-adventure story set in Night City, a megalopolis obsessed with power, glamour and body modification. Assume the role of V, a mercenary outlaw going after a one-of-a-kind implant that is the key to immortality. You can customize your character’s cyberware, skillset and playstyle, and explore a vast city where the choices you make shape the story and the world around you. Become a cyberpunk, an urban mercenary equipped with cybernetic enhancements and build your legend on the streets of Night City. Take the riskiest job of your life and go after a prototype implant that is the key to immortality."
229,Hades,Switch,Action-Adventure,FALSE,2020,2021,30,93,FALSE,Hades,Hades,Switch,17/09/2020,,,,,,,,93,,9,,,,"Defy the god of the dead as you hack and slash out of the Underworld in this rogue-like dungeon crawler from the creators of Bastion, Transistor, and Pyre. Hades is a god-like rogue-like dungeon crawler that combines the best aspects of Supergiant's critically acclaimed titles, including the fast-paced action of Bastion, the rich atmosphere and depth of Transistor, and the character-driven storytelling of Pyre.

BATTLE OUT OF HELL

As the immortal Prince of the Underworld, you'll wield the powers and mythic weapons of Olympus to break free from the clutches of the god of the dead himself, while growing stronger and unraveling more of the story with each unique escape attempt.

UNLEASH THE FURY OF OLYMPUS

The Olympians have your back! Meet Zeus, Athena, Poseidon, and many more, and choose from their dozens of powerful Boons that enhance your abilities. There are thousands of viable character builds to discover as you go.

BEFRIEND GODS, GHOSTS, AND MONSTERS

A fully-voiced cast of colorful, larger-than-life characters is waiting to meet you! Grow your relationships with them, and experience thousands of unique story events as you learn about what's really at stake for this big, dysfunctional family.

BUILT FOR REPLAYABILITY

New surprises await each time you delve into the ever-shifting Underworld, whose guardian bosses will remember you. Use the powerful Mirror of Night to grow permanently stronger, and give yourself a leg up the next time you run away from home.

NOTHING IS IMPOSSIBLE

Permanent upgrades mean you don't have to be a god yourself to experience the exciting combat and gripping story. Though, if you happen to be one, crank up the challenge and get ready for some white-knuckle action that will put your well-practiced skills to the test.

SIGNATURE SUPERGIANT STYLE

The rich, atmospheric presentation and unique melding of gameplay and narrative that's been core to Supergiant's games is here in full force: spectacular hand-painted environments and a blood-pumping original score bring the Underworld to life."
229,Hades,Switch,Hack&Clash,FALSE,2020,2021,30,93,FALSE,Hades,Hades,Switch,17/09/2020,,,,,,,,93,,9,,,,"Defy the god of the dead as you hack and slash out of the Underworld in this rogue-like dungeon crawler from the creators of Bastion, Transistor, and Pyre. Hades is a god-like rogue-like dungeon crawler that combines the best aspects of Supergiant's critically acclaimed titles, including the fast-paced action of Bastion, the rich atmosphere and depth of Transistor, and the character-driven storytelling of Pyre.

BATTLE OUT OF HELL

As the immortal Prince of the Underworld, you'll wield the powers and mythic weapons of Olympus to break free from the clutches of the god of the dead himself, while growing stronger and unraveling more of the story with each unique escape attempt.

UNLEASH THE FURY OF OLYMPUS

The Olympians have your back! Meet Zeus, Athena, Poseidon, and many more, and choose from their dozens of powerful Boons that enhance your abilities. There are thousands of viable character builds to discover as you go.

BEFRIEND GODS, GHOSTS, AND MONSTERS

A fully-voiced cast of colorful, larger-than-life characters is waiting to meet you! Grow your relationships with them, and experience thousands of unique story events as you learn about what's really at stake for this big, dysfunctional family.

BUILT FOR REPLAYABILITY

New surprises await each time you delve into the ever-shifting Underworld, whose guardian bosses will remember you. Use the powerful Mirror of Night to grow permanently stronger, and give yourself a leg up the next time you run away from home.

NOTHING IS IMPOSSIBLE

Permanent upgrades mean you don't have to be a god yourself to experience the exciting combat and gripping story. Though, if you happen to be one, crank up the challenge and get ready for some white-knuckle action that will put your well-practiced skills to the test.

SIGNATURE SUPERGIANT STYLE

The rich, atmospheric presentation and unique melding of gameplay and narrative that's been core to Supergiant's games is here in full force: spectacular hand-painted environments and a blood-pumping original score bring the Underworld to life."
230,New Super Mario Bros U Deluxe,Switch,Platformer,FALSE,2020,2021,25,90,TRUE,New Super Mario Bros. U Deluxe,New Super Mario Bros. U Deluxe,Switch,11/01/2019,,,,,,,,80,,7,,,,"Join Mario, Luigi, and pals for single-player or multiplayer fun anytime, anywhere. Take on two family-friendly, side-scrolling adventures with up to three friends* as you try to save the Mushroom Kingdom. Includes the New Super Mario Bros. U and harder, faster New Super Luigi U games—both of which include Nabbit and Toadette as playable characters. Two games in one. Simple, straightforward controls, new playable characters optimized for younger and less-experienced players, and a wealth of bonus content—like a Hints gallery and helpful reference videos**—make this a perfect choice for anyone looking to introduce their family to the wonderful world of Mario. All a player needs is one Joy-Con controller, so two people can team up right out of the box! Tackle 164 platforming courses in the two main game modes and enjoy extra replayability with three additional game modes in which you can also play as a Mii character: Challenges, Boost Rush, and Coin Battle."
231,Hyrule Warriors : Age of Calamity,Switch,Action-Adventure,FALSE,2020,2021,15,90,TRUE,Hyrule Warriors: Age of Calamity,Hyrule Warriors: Age of Calamity,Switch,20/11/2020,,,,,,,,78,,8,,,,"See Hyrule 100 years before the Legend of Zelda: Breath of the Wild game and experience the events of the Great Calamity. Join the struggle that brought Hyrule to its knees. Learn more about Zelda, the four Champions, the King of Hyrule and more through dramatic cutscenes as they try to save the kingdom from Calamity. The Hyrule Warriors: Age of Calamity game is the only way to firsthand see what happened 100 years ago. - Battle hordes of Hyrule’s most formidable foes - From barbaric Bokoblins to towering Lynels, Ganon’s troops have emerged in droves. Playable heroes like Link, Zelda and more must use their distinct abilities to carve through hundreds of enemies to save Hyrule from the impending Calamity."
231,Hyrule Warriors : Age of Calamity,Switch,Hack&Clash,FALSE,2020,2021,15,90,TRUE,Hyrule Warriors: Age of Calamity,Hyrule Warriors: Age of Calamity,Switch,20/11/2020,,,,,,,,78,,8,,,,"See Hyrule 100 years before the Legend of Zelda: Breath of the Wild game and experience the events of the Great Calamity. Join the struggle that brought Hyrule to its knees. Learn more about Zelda, the four Champions, the King of Hyrule and more through dramatic cutscenes as they try to save the kingdom from Calamity. The Hyrule Warriors: Age of Calamity game is the only way to firsthand see what happened 100 years ago. - Battle hordes of Hyrule’s most formidable foes - From barbaric Bokoblins to towering Lynels, Ganon’s troops have emerged in droves. Playable heroes like Link, Zelda and more must use their distinct abilities to carve through hundreds of enemies to save Hyrule from the impending Calamity."
232,Assassin's Creed Valhalla,PC,RPG,FALSE,2020,2021,50,92,FALSE,Assassin's Creed Valhalla,Assassin's Creed Valhalla,PC,"Nov 10, 2020",,,,,,,,82,,,,,,"Build your own Viking Legend. Become Eivor, a Viking raider raised to be a fearless warrior, and lead your clan from icy desolation in Norway to a new home amid the lush farmlands of ninth-century England. Find your settlement and conquer this hostile land by any means to earn a place in Valhalla. England in the age of the Vikings is a fractured nation of petty lords and warring kingdoms. Beneath the chaos lies a rich and untamed land waiting for a new conqueror. Will it be you? Write Your Viking Saga. Blaze your own path across England with advanced RPG mechanics. Fight brutal battles, lead fiery raids or use strategy and alliances with other leaders to bring victory. Every choice you make in combat and conversation is another step on the path to greatness. Lead Epic Raids. Lead a crew of raiders and launch lightning-fast surprise attacks against Saxon armies and fortresses. Claim the riches of your enemies' lands for your clan and expand your influence far beyond your growing settlement. ENGAGE IN VISCERAL COMBAT. Unleash the ruthless fighting style of a Viking warrior as you dual-wield axes, swords, or even shields against relentless foes. Decapitate opponents in close-quarters combat, riddle them with arrows, or assassinate them with your Hidden Blade. Grow Your Settlement. Your clan's new home grows with your legend. Customise your settlement by building upgradable structures. Unlock new features and quests by constructing a barracks, a blacksmith, a tattoo parlour, and much more. Share Your Custom Raider. Recruit mercenary Vikings designed by other players or create and customise your own to share online. Sit back and reap the rewards when they fight alongside your friends in their game worlds. A Dark Age Open World. Sail across the icy North Sea to discover and conquer the broken kingdoms of England. Immerse yourself in activities like hunting and drinking games or engage in traditional Norse competitions like flyting – or, as it's better known, verbally devastating rivals through the art of the Viking rap battle. [Ubisoft]"
232,Assassin's Creed Valhalla,PC,Open World,FALSE,2020,2021,50,92,FALSE,Assassin's Creed Valhalla,Assassin's Creed Valhalla,PC,"Nov 10, 2020",,,,,,,,82,,,,,,"Build your own Viking Legend. Become Eivor, a Viking raider raised to be a fearless warrior, and lead your clan from icy desolation in Norway to a new home amid the lush farmlands of ninth-century England. Find your settlement and conquer this hostile land by any means to earn a place in Valhalla. England in the age of the Vikings is a fractured nation of petty lords and warring kingdoms. Beneath the chaos lies a rich and untamed land waiting for a new conqueror. Will it be you? Write Your Viking Saga. Blaze your own path across England with advanced RPG mechanics. Fight brutal battles, lead fiery raids or use strategy and alliances with other leaders to bring victory. Every choice you make in combat and conversation is another step on the path to greatness. Lead Epic Raids. Lead a crew of raiders and launch lightning-fast surprise attacks against Saxon armies and fortresses. Claim the riches of your enemies' lands for your clan and expand your influence far beyond your growing settlement. ENGAGE IN VISCERAL COMBAT. Unleash the ruthless fighting style of a Viking warrior as you dual-wield axes, swords, or even shields against relentless foes. Decapitate opponents in close-quarters combat, riddle them with arrows, or assassinate them with your Hidden Blade. Grow Your Settlement. Your clan's new home grows with your legend. Customise your settlement by building upgradable structures. Unlock new features and quests by constructing a barracks, a blacksmith, a tattoo parlour, and much more. Share Your Custom Raider. Recruit mercenary Vikings designed by other players or create and customise your own to share online. Sit back and reap the rewards when they fight alongside your friends in their game worlds. A Dark Age Open World. Sail across the icy North Sea to discover and conquer the broken kingdoms of England. Immerse yourself in activities like hunting and drinking games or engage in traditional Norse competitions like flyting – or, as it's better known, verbally devastating rivals through the art of the Viking rap battle. [Ubisoft]"
233,Demon's Souls,PS5,JRPG,FALSE,2020,2022,20,90,FALSE,Demon's Souls,Demon's Souls,PS5,11/11/2020,,,,,,,,92,,8.1,,,,"From PlayStation Studios and Bluepoint Games comes a remake of the PlayStation classic, Demon’s Souls. Entirely rebuilt from the ground up and masterfully enhanced, this remake introduces the horrors of a fog-laden, dark fantasy land to a whole new generation of gamers. Those who’ve faced its trials and tribulations before, can once again challenge the darkness in stunning visual quality and incredible performance. In his quest for power, the 12th King of Boletaria, King Allant channelled the ancient Soul Arts, awakening a demon from the dawn of time itself, The Old One. With the summoning of The Old One, a colorless fog swept across the land, unleashing nightmarish creatures that hungered for human souls. Those whose souls were stripped from them, lost their minds – left only with the desire to attack the sane that remained. Now, Boletaria is cut off from the outside world, and the knights who dare penetrate the deep fog to free the land from its plight, are never seen again. As a lone warrior who has braved the baneful fog, you must face the hardest of challenges to earn the title “Slayer of Demons” and send The Old One back to its slumber."
233,Demon's Souls,PS5,Action-Adventure,FALSE,2020,2022,20,90,FALSE,Demon's Souls,Demon's Souls,PS5,11/11/2020,,,,,,,,92,,8.1,,,,"From PlayStation Studios and Bluepoint Games comes a remake of the PlayStation classic, Demon’s Souls. Entirely rebuilt from the ground up and masterfully enhanced, this remake introduces the horrors of a fog-laden, dark fantasy land to a whole new generation of gamers. Those who’ve faced its trials and tribulations before, can once again challenge the darkness in stunning visual quality and incredible performance. In his quest for power, the 12th King of Boletaria, King Allant channelled the ancient Soul Arts, awakening a demon from the dawn of time itself, The Old One. With the summoning of The Old One, a colorless fog swept across the land, unleashing nightmarish creatures that hungered for human souls. Those whose souls were stripped from them, lost their minds – left only with the desire to attack the sane that remained. Now, Boletaria is cut off from the outside world, and the knights who dare penetrate the deep fog to free the land from its plight, are never seen again. As a lone warrior who has braved the baneful fog, you must face the hardest of challenges to earn the title “Slayer of Demons” and send The Old One back to its slumber."
234,Horizon Forbidden West,PS5,RPG,TRUE,2022,2022,50,93,FALSE,Horizon Forbidden West,Horizon Forbidden West,PS5,18/02/2022,,,,,,,,88,,7.9,,,,"Join Aloy as she braves the Forbidden West – a majestic but dangerous frontier that conceals mysterious new threats. Explore distant lands, fight bigger and more awe-inspiring machines, and encounter astonishing new tribes as you return to the far-future, post-apocalyptic world of Horizon. The land is dying. Vicious storms and an unstoppable blight ravage the scattered remnants of humanity, while fearsome new machines prowl their borders. Life on Earth is hurtling towards another extinction, and no one knows why. It's up to Aloy to uncover the secrets behind these threats and restore order and balance to the world. Along the way, she must reunite with old friends, forge alliances with warring new factions and unravel the legacy of the ancient past – all the while trying to stay one step ahead of a seemingly undefeatable new enemy."
234,Horizon Forbidden West,PS5,Open World,TRUE,2022,2022,50,93,FALSE,Horizon Forbidden West,Horizon Forbidden West,PS5,18/02/2022,,,,,,,,88,,7.9,,,,"Join Aloy as she braves the Forbidden West – a majestic but dangerous frontier that conceals mysterious new threats. Explore distant lands, fight bigger and more awe-inspiring machines, and encounter astonishing new tribes as you return to the far-future, post-apocalyptic world of Horizon. The land is dying. Vicious storms and an unstoppable blight ravage the scattered remnants of humanity, while fearsome new machines prowl their borders. Life on Earth is hurtling towards another extinction, and no one knows why. It's up to Aloy to uncover the secrets behind these threats and restore order and balance to the world. Along the way, she must reunite with old friends, forge alliances with warring new factions and unravel the legacy of the ancient past – all the while trying to stay one step ahead of a seemingly undefeatable new enemy."
236,Marvel's Guardians of the Galaxy,PS5,RPG,FALSE,2021,2023,15,89,FALSE,Marvel's Guardians of the Galaxy,Marvel's Guardians of the Galaxy,PS5,26/10/2021,,,,,,,,80,,8.7,,,,"Fire up Star-Lord’s jet boots for a wild ride across the cosmos in this third-person action-adventure game, a fresh take on Marvel’s Guardians of the Galaxy. With the unpredictable Guardians at your side, blast your way from one explosive situation to another, with original and iconic Marvel characters caught in a struggle for the fate of the universe. You got this. Probably."
236,Marvel's Guardians of the Galaxy,PS5,Action-Adventure,FALSE,2021,2023,15,89,FALSE,Marvel's Guardians of the Galaxy,Marvel's Guardians of the Galaxy,PS5,26/10/2021,,,,,,,,80,,8.7,,,,"Fire up Star-Lord’s jet boots for a wild ride across the cosmos in this third-person action-adventure game, a fresh take on Marvel’s Guardians of the Galaxy. With the unpredictable Guardians at your side, blast your way from one explosive situation to another, with original and iconic Marvel characters caught in a struggle for the fate of the universe. You got this. Probably."
237,Kena: Bridge of Spirits,PS5,Action-Adventure,FALSE,2021,2023,15,89,FALSE,Kena: Bridge of Spirits,Kena: Bridge of Spirits,PS5,21/09/2021,,,,,,,,81,,8.4,,,,"Kena: Bridge of Spirits is a story-driven action adventure set in a charming world rich with exploration and fast-paced combat. Players find and grow a team of tiny spirit companions called the Rot, enhancing their abilities and creating new ways to manipulate the environment."
238,Elden Ring,PS5,RPG,TRUE,2022,2024,120,100,FALSE,Elden Ring,Elden Ring,PS5,25/02/2022,,,,,,,,96,,7.8,,,,"A New World Created By Hidetaka Miyazaki And George R. R. Martin. ELDEN RING, developed by FromSoftware, Inc. and BANDAI NAMCO Entertainment Inc., is a fantasy action-RPG adventure set within a world created by Hidetaka Miyazaki creator of the influential DARK SOULS video game series; and George R.R. Martin author of The New York Times best-selling fantasy series, A Song of Ice and Fire. Danger and discovery lurk around every corner in FromSoftware's largest game to-date.  Hidetaka Miyazaki, President and Game Director of FromSoftware Inc. Known for directing critically-acclaimed games in beloved franchises including Armored Core, Dark Souls, and Sekiro: Shadows Die Twice.  George R.R. Martin is the #1 New York Times bestselling author of many novels, including the acclaimed series A Song of Ice and Fire - A Game of Thrones, A Clash of Kings, A Storm of Swords, A Feast For Crows, and A Dance with Dragons. As a writer-producer, he has worked on The Twilight Zone, Beauty and the Beast, and various feature films and pilots that were never made."
238,Elden Ring,PS5,Open World,TRUE,2022,2024,120,100,FALSE,Elden Ring,Elden Ring,PS5,25/02/2022,,,,,,,,96,,7.8,,,,"A New World Created By Hidetaka Miyazaki And George R. R. Martin. ELDEN RING, developed by FromSoftware, Inc. and BANDAI NAMCO Entertainment Inc., is a fantasy action-RPG adventure set within a world created by Hidetaka Miyazaki creator of the influential DARK SOULS video game series; and George R.R. Martin author of The New York Times best-selling fantasy series, A Song of Ice and Fire. Danger and discovery lurk around every corner in FromSoftware's largest game to-date.  Hidetaka Miyazaki, President and Game Director of FromSoftware Inc. Known for directing critically-acclaimed games in beloved franchises including Armored Core, Dark Souls, and Sekiro: Shadows Die Twice.  George R.R. Martin is the #1 New York Times bestselling author of many novels, including the acclaimed series A Song of Ice and Fire - A Game of Thrones, A Clash of Kings, A Storm of Swords, A Feast For Crows, and A Dance with Dragons. As a writer-producer, he has worked on The Twilight Zone, Beauty and the Beast, and various feature films and pilots that were never made."
