,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
976,The Evil Within,PS4,2014,Action,Bethesda Softworks,0.55,0.86,0.11,0.27,1.79,75.0,65.0,7.3,1223.0,Tango Gameworks,M
977,Metroid Prime 3: Corruption,Wii,2007,Shooter,Nintendo,0.89,0.74,0.07,0.09,1.79,90.0,62.0,8.9,491.0,Retro Studios,T
978,The Legend of Zelda: The Wind Waker,WiiU,2013,Action,Nintendo,0.92,0.6,0.14,0.14,1.79,,,,,,
979,Disney's The Lion King,SNES,1994,Platform,Virgin Interactive,1.26,0.39,0.08,0.06,1.79,,,,,,
980,Professor Layton and the Mask of Miracle,3DS,2011,Puzzle,Nintendo,0.32,0.97,0.36,0.13,1.79,,,,,,
981,Midnight Club II,PS2,2003,Racing,Take-Two Interactive,1.25,0.29,0.0,0.24,1.78,85.0,41.0,8.5,47.0,Rockstar San Diego,T
982,SpongeBob SquarePants: SuperSponge,PS,2001,Action,THQ,1.12,0.58,0.0,0.08,1.78,,,,,,
983,The Getaway: Black Monday,PS2,2004,Action,Sony Computer Entertainment,0.39,1.01,0.02,0.36,1.78,57.0,53.0,7.6,47.0,SCEE London Studio,M
984,50 Cent: Bulletproof,PS2,2005,Action,Vivendi Games,0.85,0.76,0.0,0.16,1.77,47.0,21.0,6.6,129.0,Genuine Games,M
985,Final Fantasy II,SNES,1991,Role-Playing,Square,0.24,0.09,1.33,0.12,1.77,,,,,,
986,Kirby 64: The Crystal Shards,N64,2000,Platform,Nintendo,0.63,0.06,1.03,0.04,1.77,,,,,,
987,Dead or Alive 3,XB,2001,Fighting,Microsoft Game Studios,1.19,0.29,0.24,0.06,1.77,87.0,35.0,8.6,44.0,Team Ninja,T
988,Dragon Quest Monsters: Joker,DS,2006,Role-Playing,Square Enix,0.23,0.02,1.49,0.02,1.76,75.0,30.0,7.4,27.0,TOSE,E10+
989,LEGO Star Wars III: The Clone Wars,Wii,2011,Action,LucasArts,1.01,0.6,0.0,0.15,1.76,76.0,7.0,7.7,10.0,Traveller's Tales,E10+
990,High School Musical: Sing It!,Wii,2007,Misc,Disney Interactive Studios,1.15,0.45,0.0,0.16,1.76,,,,,,
991,Metroid II: Return of Samus,GB,1991,Adventure,Nintendo,0.85,0.31,0.56,0.04,1.76,,,,,,
992,WWF Attitude,PS,1998,Fighting,Acclaim Entertainment,1.27,0.42,0.0,0.07,1.76,,,,,,
993,UFC 2009 Undisputed,PS3,2009,Fighting,THQ,1.07,0.44,0.01,0.24,1.76,84.0,58.0,8.1,47.0,THQ,T
994,The SpongeBob SquarePants Movie,PS2,2004,Platform,THQ,1.06,0.54,0.0,0.16,1.76,75.0,5.0,9,54.0,Heavy Iron Studios,E
995,Golden Sun,GBA,2001,Role-Playing,Nintendo,0.93,0.38,0.4,0.06,1.76,91.0,29.0,9.3,198.0,Camelot Software Planning,E
996,Sonic the Hedgehog 3,GEN,1994,Platform,Sega,1.02,0.47,0.2,0.07,1.76,86.0,,,,,
997,Kid Icarus,NES,1986,Platform,Nintendo,0.53,0.12,1.09,0.02,1.76,,,,,,
998,Def Jam: Fight for NY,PS2,2004,Fighting,Electronic Arts,0.86,0.67,0.0,0.22,1.76,83.0,46.0,8.9,73.0,Aki Corp.,M
999,Tom Clancy's Ghost Recon,XB,2002,Shooter,Ubisoft,1.23,0.46,0.0,0.07,1.76,84.0,29.0,6.1,27.0,Red Storm Entertainment,M
1000,State of Emergency,PS2,2002,Action,Take-Two Interactive,0.86,0.67,0.0,0.22,1.76,71.0,34.0,5.7,33.0,VIS Entertainment,M
1001,2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,GBA,2007,Action,THQ,1.26,0.47,0.0,0.03,1.76,,,,,,
1002,The Urbz: Sims in the City,PS2,2004,Simulation,Electronic Arts,0.52,0.95,0.0,0.29,1.76,70.0,25.0,8.2,24.0,Maxis,T
1003,Star Wars: Starfighter,PS2,2001,Simulation,Activision,0.61,0.87,0.02,0.26,1.76,84.0,25.0,8,21.0,LucasArts,T
1004,Madden NFL 2000,PS,1998,Sports,Electronic Arts,1.68,0.04,0.0,0.04,1.75,,,,,,
1005,Star Wars: Battlefront,XB,2004,Shooter,Activision,1.24,0.45,0.0,0.07,1.75,80.0,55.0,9.1,57.0,Pandemic Studios,T
1006,Pro Evolution Soccer,PS2,2001,Sports,Konami Digital Entertainment,0.06,0.9,0.53,0.27,1.75,,,,,,
1007,Madden NFL 17,PS4,2016,Sports,Electronic Arts,1.25,0.17,0.0,0.32,1.75,82.0,35.0,4.9,83.0,EA Sports,E
1008,Just Cause 2,PS3,2010,Action,Square Enix,0.45,0.92,0.06,0.32,1.75,83.0,66.0,8,291.0,Avalanche Studios,M
1009,Disney's Aladdin,SNES,1993,Platform,Capcom,0.94,0.34,0.21,0.27,1.75,,,,,,
1010,Kirby's Adventure,NES,1993,Platform,Nintendo,0.79,0.14,0.8,0.02,1.75,,,,,,
1011,Yoshi,NES,1991,Puzzle,Nintendo,0.7,0.13,0.91,0.01,1.75,,,,,,
1012,The Elder Scrolls Online,PS4,2015,Role-Playing,Bethesda Softworks,0.67,0.79,0.0,0.29,1.75,,,,,,
1013,FIFA Soccer 08,PS3,2007,Sports,Electronic Arts,0.35,1.06,0.02,0.31,1.75,81.0,28.0,7.1,47.0,EA Canada,E
1014,Crackdown,X360,2007,Shooter,Microsoft Game Studios,1.0,0.53,0.03,0.18,1.75,83.0,75.0,8,340.0,Realtime Worlds,M
1015,Wii Party U,WiiU,2013,Misc,Nintendo,0.3,0.56,0.84,0.05,1.75,65.0,38.0,6.8,135.0,Nd Cube,E
1016,Dance Dance Revolution X,PS2,2008,Simulation,Konami Digital Entertainment,0.85,0.66,0.01,0.22,1.75,55.0,6.0,6.2,6.0,Konami,E10+
1017,2 Games in 1: Disney Princess & The Lion King,GBA,2004,Misc,THQ,1.25,0.46,0.0,0.03,1.75,,,,,,
1018,Kingdom Hearts,PS3,2013,Role-Playing,Square Enix,0.9,0.35,0.25,0.24,1.74,,,,,,
1019,Star Wars Episode I: The Phantom Menace,PS,1999,Adventure,LucasArts,0.72,0.89,0.04,0.1,1.74,,,,,,
1020,Xenosaga Episode I: Der Wille zur Macht,PS2,2002,Role-Playing,Namco Bandai Games,0.63,0.49,0.45,0.17,1.74,83.0,35.0,8.7,99.0,Monolith Soft,T
1021,Watch Dogs,PS3,2014,Action,Ubisoft,0.56,0.81,0.1,0.27,1.74,80.0,,6.4,383.0,Ubisoft Montreal,M
1022,Kinect Star Wars,X360,2012,Action,Microsoft Game Studios,1.05,0.52,0.03,0.14,1.74,55.0,61.0,3.5,145.0,Terminal Reality,T
1023,Dragon's Dogma,PS3,2012,Role-Playing,Capcom,0.41,0.44,0.72,0.17,1.74,78.0,38.0,8.3,444.0,Capcom,M
1024,Cruis'n USA,N64,1996,Racing,Nintendo,1.69,0.04,0.0,0.01,1.74,,,,,,
1025,Madden NFL 99,PS,1998,Sports,Electronic Arts,1.66,0.04,0.0,0.04,1.74,,,,,,
1026,The Order: 1886,PS4,2015,Shooter,Sony Computer Entertainment,0.61,0.78,0.06,0.27,1.74,63.0,94.0,6.6,3172.0,"Ready at Dawn, SCE Santa Monica",M
1027,SSX Tricky,PS2,2001,Sports,Electronic Arts,0.85,0.66,0.0,0.22,1.73,92.0,33.0,8.9,71.0,EA Canada,E
1028,Knack,PS4,2013,Platform,Sony Computer Entertainment Europe,0.43,0.68,0.42,0.2,1.73,54.0,83.0,6.5,1074.0,SCE Japan Studio,E10+
1029,Twisted Metal III,PS,1998,Action,989 Studios,1.48,0.2,0.0,0.05,1.73,,,,,,
1030,Harry Potter and the Sorcerer's Stone,GB,2001,Action,Electronic Arts,0.94,0.62,0.1,0.07,1.73,,,,,,
1031,Dragon Quest VI: Realms of Revelation,DS,2010,Role-Playing,Nintendo,0.2,0.14,1.35,0.03,1.73,78.0,41.0,8.1,31.0,ArtePiazza,T
1032,Crash Bandicoot: The Huge Adventure,GBA,2002,Platform,Universal Interactive,0.95,0.7,0.0,0.08,1.73,78.0,18.0,7.9,27.0,Vicarious Visions,E
1033,Hitman: Absolution,X360,2012,Action,Square Enix,0.68,0.88,0.01,0.17,1.73,79.0,51.0,7.1,453.0,Io Interactive,M
1034,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,PS2,2003,Action,Take-Two Interactive,0.85,0.66,0.0,0.22,1.72,,,,,,
1035,The Crew,PS4,2014,Racing,Ubisoft,0.35,1.08,0.03,0.26,1.72,61.0,60.0,5.4,575.0,"Ubisoft Reflections, Ivory Tower",T
1036,Call of Duty: World at War Final Fronts,PS2,2008,Shooter,Activision,0.61,0.18,0.0,0.94,1.72,,,,,,
1037,NBA 2K15,XOne,2014,Sports,Take-Two Interactive,1.37,0.18,0.0,0.18,1.72,82.0,9.0,6.3,101.0,Visual Concepts,E
1038,Madden NFL 2005,XB,2004,Sports,Electronic Arts,1.61,0.03,0.0,0.08,1.72,91.0,39.0,7.6,26.0,EA Tiburon,E
1039,Star Ocean: Till The End of Time,PS2,2003,Role-Playing,Ubisoft,0.8,0.21,0.55,0.15,1.72,80.0,55.0,7.7,134.0,Tri-Ace,T
1040,Call of Duty: Modern Warfare 3,PC,2011,Shooter,Activision,0.41,0.98,0.0,0.32,1.72,78.0,26.0,2.5,5664.0,"Infinity Ward, Sledgehammer Games",M
1041,Dishonored,X360,2012,Action,Bethesda Softworks,1.06,0.5,0.01,0.14,1.71,88.0,56.0,7.9,815.0,Arkane Studios,M
1042,Toy Story 2: Buzz Lightyear to the Rescue!,PS,1998,Platform,Activision,0.99,0.64,0.0,0.08,1.71,,,,,,
1043,The Beatles: Rock Band,Wii,2009,Misc,MTV Games,1.17,0.39,0.0,0.15,1.71,89.0,25.0,8.9,43.0,Harmonix Music Systems,T
1044,Ace Combat 5: The Unsung War,PS2,2004,Simulation,Sony Computer Entertainment Europe,0.88,0.34,0.32,0.18,1.71,84.0,57.0,9.1,81.0,Namco,T
1045,Need for Speed Underground,XB,2003,Racing,Electronic Arts,1.09,0.55,0.0,0.07,1.71,83.0,25.0,8.7,35.0,Electronic Arts,E
1046,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,DS,2006,Misc,Nintendo,0.0,0.0,1.71,0.0,1.71,,,,,,
1047,Tetris Worlds,GBA,2001,Puzzle,THQ,1.25,0.39,0.0,0.06,1.71,65.0,10.0,tbd,,3d6 Games,E
1048,Imagine: Teacher,DS,2008,Simulation,Ubisoft,0.7,0.82,0.0,0.19,1.71,,,tbd,,Magic Pockets,E
1049,Call of Duty: Black Ops 3,X360,2015,Shooter,Activision,1.14,0.4,0.0,0.16,1.71,,,,,,
1050,Deal or No Deal,DS,2007,Misc,Mindscape,1.15,0.4,0.0,0.15,1.7,20.0,13.0,1.9,41.0,Artefacts Studio,E
1051,FIFA Soccer 10,PS2,2009,Sports,Electronic Arts,0.23,0.24,0.0,1.23,1.7,,,8.4,9.0,EA Sports,E
1052,Portal 2,PS3,2011,Shooter,Valve,0.83,0.6,0.02,0.24,1.7,95.0,54.0,8.4,937.0,Valve Software,E10+
1053,Super Puyo Puyo,SNES,1993,Puzzle,Banpresto,0.0,0.0,1.69,0.01,1.7,,,,,,
1054,NCAA Football 07,PS2,2006,Sports,Electronic Arts,1.41,0.05,0.0,0.23,1.7,87.0,18.0,8.6,23.0,EA Sports,E
1055,The Sims 3: Late Night Expansion Pack,PC,2010,Simulation,Electronic Arts,0.59,0.87,0.0,0.23,1.7,74.0,17.0,5.3,77.0,The Sims Studio,T
1056,No Man's Sky,PS4,2016,Action,Hello Games,0.63,0.76,0.03,0.27,1.7,71.0,94.0,4.5,5096.0,Hello Games,T
1057,Ben 10: Protector of Earth,DS,2007,Action,D3Publisher,0.68,0.82,0.0,0.19,1.7,,,,,,
1058,Cabela's Big Game Hunter 2010,Wii,2009,Sports,Activision Value,1.58,0.0,0.0,0.12,1.69,,,7.8,4.0,Activision,T
1059,SOCOM 3: U.S. Navy SEALs,PS2,2005,Shooter,Sony Computer Entertainment,1.22,0.34,0.04,0.1,1.69,82.0,59.0,8.8,64.0,Zipper Interactive,M
1060,BioShock Infinite,PS3,2013,Shooter,Take-Two Interactive,0.72,0.65,0.04,0.28,1.69,94.0,27.0,8.5,1863.0,Irrational Games,M
1061,Jampack Winter '99,PS,1999,Misc,Sony Computer Entertainment,0.94,0.64,0.0,0.11,1.69,,,,,,
1062,Call of Duty: Black Ops 3,PS3,2015,Shooter,Activision,0.49,0.87,0.07,0.26,1.69,,,,,,
1063,WCW vs. nWo: World Tour,N64,1997,Fighting,THQ,1.37,0.28,0.03,0.02,1.69,,,,,,
1064,WCW/NWO Thunder,PS,1998,Fighting,THQ,1.1,0.48,0.04,0.07,1.69,,,,,,
1065,Harry Potter and the Sorcerer's Stone,GBA,2001,Action,Electronic Arts,0.87,0.66,0.08,0.08,1.69,64.0,8.0,7.1,7.0,Griptonite Games,E
1066,Dragon Ball Z: The Legacy of Goku,GBA,2002,Role-Playing,Infogrames,1.52,0.12,0.0,0.05,1.69,53.0,15.0,6.9,28.0,Webfoot Technologies,E
1067,Cooking Mama 3: Shop & Chop,DS,2009,Simulation,505 Games,0.79,0.65,0.08,0.17,1.69,,,,,,
1068,Resident Evil 4,GC,2005,Action,Capcom,0.98,0.42,0.22,0.06,1.69,96.0,82.0,9.4,767.0,Capcom,M
1069,Personal Trainer: Math,DS,2007,Puzzle,Nintendo,0.48,1.12,0.0,0.08,1.69,63.0,11.0,tbd,,Jupiter Corporation,E
1070,Game Party 3,Wii,2009,Puzzle,Warner Bros. Interactive Entertainment,1.4,0.16,0.0,0.12,1.68,37.0,4.0,tbd,,Farsight Studios,E
1071,Need For Speed: Undercover,X360,2008,Racing,Electronic Arts,0.79,0.7,0.01,0.18,1.68,64.0,62.0,5.9,104.0,EA Vancouver,T
1072,World Championship Poker: Featuring Howard Lederer - All In,PS2,2006,Misc,Oxygen Interactive,0.82,0.64,0.0,0.22,1.68,,,,,,
1073,NFL GameDay 98,PS,1997,Sports,Sony Computer Entertainment,1.58,0.06,0.0,0.04,1.68,,,,,,
1074,Sonic Colors,Wii,2010,Platform,Sega,0.92,0.6,0.01,0.15,1.68,78.0,58.0,8.5,301.0,Sonic Team,E
1075,Saints Row 2,PS3,2008,Action,THQ,0.88,0.54,0.02,0.25,1.68,82.0,50.0,7.9,135.0,Volition Inc.,M
1076,Yoshi's Cookie,GB,1992,Puzzle,Nintendo,0.59,0.24,0.82,0.03,1.68,,,,,,
1077,Time Crisis,PS,1997,Shooter,Namco Bandai Games,0.38,0.87,0.33,0.1,1.68,,,,,,
1078,Sid Meier's Civilization V,PC,2010,Strategy,Take-Two Interactive,0.98,0.52,0.0,0.17,1.68,90.0,70.0,7.9,2280.0,Firaxis Games,E10+
1079, Fire Emblem Fates,3DS,2015,Role-Playing,Nintendo,0.81,0.23,0.52,0.11,1.68,,,,,,
1080,The Sims: Superstar,PC,2003,Simulation,Electronic Arts,1.67,0.0,0.0,0.0,1.68,79.0,20.0,8.2,25.0,Maxis,T
1081,Metroid Fusion,GBA,2002,Action,Nintendo,1.18,0.27,0.17,0.06,1.68,92.0,44.0,9.1,200.0,Nintendo,E
1082,We Ski,Wii,2008,Sports,Namco Bandai Games,0.97,0.4,0.14,0.15,1.67,67.0,32.0,8.5,12.0,Bandai Namco Games,E
1083,Star Wars Battlefront: Renegade Squadron,PSP,2007,Shooter,LucasArts,0.9,0.46,0.0,0.32,1.67,73.0,35.0,7.9,46.0,Rebellion,T
1084,SSX 3,PS2,2003,Sports,Electronic Arts,0.93,0.52,0.0,0.22,1.67,93.0,41.0,9.1,125.0,EA Canada,E
1085,Madden NFL 2001,PS,2000,Sports,Electronic Arts,1.58,0.05,0.0,0.04,1.67,90.0,14.0,6.8,4.0,EA Sports,E
1086,Star Wars: Battlefront II,XB,2005,Shooter,Activision,1.22,0.39,0.0,0.06,1.67,83.0,40.0,8.9,106.0,Pandemic Studios,T
1087,Disney's DuckTales,NES,1989,Platform,Capcom,0.91,0.3,0.42,0.04,1.67,,,,,,
1088,Tony Hawk's Pro Skater 3,PS,2001,Sports,Activision,1.09,0.49,0.02,0.07,1.67,87.0,10.0,8.3,36.0,Shaba Games,E
1089,"Monsters, Inc.",GBA,2001,Adventure,THQ,0.59,0.95,0.03,0.1,1.67,,,tbd,,Artificial Mind and Movement,E
1090,PGR: Project Gotham Racing 2,XB,2003,Racing,Microsoft Game Studios,0.97,0.59,0.04,0.07,1.67,,,,,,
1091,Dragon Age: Origins,PS3,2009,Role-Playing,Electronic Arts,0.96,0.42,0.08,0.21,1.67,87.0,41.0,7.9,597.0,BioWare,M
1092,Spy Hunter,PS2,2001,Racing,Midway Games,1.13,0.32,0.0,0.22,1.67,84.0,28.0,7.8,13.0,Paradigm Entertainment,T
1093,NCAA Football 2004,PS2,2003,Sports,Electronic Arts,1.35,0.09,0.0,0.23,1.67,94.0,15.0,8.8,81.0,EA Sports,E
1094,Fight Night Round 3,PS3,2006,Fighting,Electronic Arts,0.81,0.58,0.01,0.26,1.67,83.0,37.0,7.9,24.0,EA Chicago,T
1095,StarCraft II: Heart of the Swarm,PC,2013,Strategy,Activision,0.83,0.66,0.0,0.18,1.67,86.0,68.0,7.9,1346.0,Blizzard Entertainment,T
1096,SpongeBob SquarePants: Battle for Bikini Bottom,PS2,2003,Platform,THQ,1.08,0.45,0.0,0.14,1.67,71.0,9.0,9,85.0,Heavy Iron Studios,E
1097,Until Dawn,PS4,2015,Adventure,Sony Computer Entertainment Europe,0.45,0.9,0.05,0.26,1.66,79.0,103.0,8.2,2161.0,SuperMassive Games,M
1098,Big Beach Sports,Wii,2008,Sports,THQ,0.45,1.02,0.0,0.2,1.66,44.0,17.0,8,41.0,HB Studios Multimedia,E
1099,Street Fighter II': Special Champion Edition,GEN,1992,Fighting,Sega,1.0,0.3,0.31,0.04,1.66,,,,,,
1100,SSX,PS2,2000,Sports,Electronic Arts,0.78,0.61,0.06,0.2,1.66,93.0,35.0,8.3,33.0,EA Sports Big,E
1101,Shaun White Snowboarding: Road Trip,Wii,2008,Sports,Ubisoft,0.93,0.56,0.0,0.16,1.66,78.0,28.0,8.7,22.0,Ubisoft,E10+
1102,NBA Ballers,PS2,2004,Sports,Midway Games,0.81,0.63,0.0,0.21,1.66,83.0,44.0,9.2,19.0,Midway,E
1103,Saints Row IV,X360,2013,Action,Deep Silver,1.01,0.5,0.01,0.13,1.66,81.0,42.0,6.5,325.0,Volition Inc.,M
1104,NBA Live 2003,PS2,2002,Sports,Electronic Arts,1.25,0.15,0.03,0.22,1.66,83.0,22.0,8.3,28.0,EA Canada,E
1105,LEGO Batman 2: DC Super Heroes,X360,2012,Action,Warner Bros. Interactive Entertainment,0.9,0.61,0.0,0.15,1.66,79.0,59.0,7.2,114.0,TT Games,E10+
1106,Dragon Ball Z: Budokai Tenkaichi,PS2,2005,Fighting,Atari,0.96,0.12,0.54,0.04,1.66,72.0,29.0,8.4,71.0,Spike,T
1107,Dark Souls III,PS4,2016,Role-Playing,Namco Bandai Games,0.65,0.45,0.34,0.22,1.65,89.0,69.0,8.8,1940.0,From Software,M
1108,Ms. Pac-Man,2600,1981,Puzzle,Atari,1.54,0.1,0.0,0.02,1.65,,,,,,
1109,Kirby's Return to Dreamland,Wii,2011,Platform,Nintendo,0.58,0.21,0.79,0.07,1.65,77.0,49.0,8.5,156.0,HAL Labs,E10+
