game_title,game_platform,game_release_date,metascore,user _score,game_summary
Overwatch 2,PlayStation 5,2022-10-04,76,1.6,"Reunite and stand together in a new age of heroes. Overwatch 2 builds on an award-winning foundation of epic competitive play, and challenges the world's heroes to team up, power up, and take on an overwhelming outbreak of threats around the globe.

Overwatch 2 evolves the look and feel of the world, with more dynamic environments, larger scale battles, additional in-game storytelling events, and improved atmospheric effects and shadows. Heroes in Overwatch 2 will also have a brand-new look, with greater detail and higher fidelity.

In Push, a new, symmetrical map type that will launch with Overwatch 2, teams battle to take control of a robot that begins in a central location, then push it toward the enemy base. Either team may take control of the robot at any time. The team that pushes the robot furthest onto the enemy side wins the game.

Play an active role in the next chapter of the Overwatch saga through a series of intense four-player missions. Fight back against Null Sector, uncover the motives behind the omnic attacks, and confront a rising wave of new threats.

Your accomplishments and loot collections will be carried forward to Overwatch 2. That means you'll keep your skins, player icons, sprays, emotes, and more!

Current Overwatch players will battle side-by-side with Overwatch 2 players in PvP multiplayer; they'll also be able to play Overwatch 2 heroes and maps."
Dawn of the Monsters,PlayStation 5,2022-03-15,76,tbd,"The cataclysmic battle between giant monsters has begun in this manga-inspired, side-scrolling, kaiju beat-'em-up! Titanic creatures known as Nephilim have invaded Earth, and the only hope of stopping them is DAWN (Defense Alliance Worldwide Network), which unleashes its own colossal combatants to defend against the enemy hordes! Take control of four hulking behemoths - Megadon, Aegis Prime, Tempest Galahad, and Ganira - each with distinct abilities and play styles, and smash your way through destructible real-world environments spanning more than 35 missions! Power up with DNA augments, crush foes with devastating Rage moves and brutal finishers, and team up with a friend for 2-player co-op action! You are the planet's last line of defense...but will that be enough for mankind to survive the Dawn of the Monsters!?"
Marble It Up! Ultra,PlayStation 5,2023-08-17,76,tbd,"Marble It Up! Ultra is the pinnacle of marble platforming from the minds behind Marble It Up! and Marble Blast. World-class level design, buttery-smooth controls, gorgeous visuals, and exhilarating multiplayer - welcome to the ultimate marble experience! A Vast Campaign
Roll through an extensive single-player campaign filled with dangerous obstacles, mind-bending paths, shifting gravity, bouncy floors, and potent power-ups. Multiplayer Mayhem
Embrace the five competitive and chaotic multiplayer modes. Team up to hunt gems, score goals, escape zombies, and prove your marble mettle online. Blast your way to glory! A Beautiful Collection
Unlock a magnificent collection of marbles, trails, and hats! Find hidden trophies, earn medals, and play online - all while earning your next piece of marble fashion. Master Your Skills
Push yourself to the next level. Hunting achievements and climbing the Global Leaderboards are sure-fire ways to become a marble master! Weekly Challenges add new modifiers to levels for a fresh new way to compete each week!"
Vengeful Guardian: Moonrider,PlayStation 5,2023-01-12,76,7.4,"Vengeful Guardian: Moonrider is a side-scrolling action platformer that channels the golden age of classic 16-bit action games in a full-throttle quest for revenge.

REVENGE OF THE MOONRIDER

In the oppressed world of Vengeful Guardian: Moonrider, humanity finds an unlikely hero. After building an army of super soldiers as weapons of war, the authoritarians unwittingly seal their own fates by bringing online the ninja warrior known as Moonrider. Conceived as a tool to preserve the totalitarian state, the Moonrider instead rejects its intended purpose and wages a relentless battle for vengeance against its creators and fellow super soldiers.

GEAR UP AND PREPARE TO BATTLE YOUR CREATORS

The design of Vengeful Guardian: Moonrider puts the best classic action-game elements in the laser-precise sights of its starring ninja, ensuring snappy, responsive combat that’s supremely challenging.

Powerful modifier chips are hidden and guarded throughout the adventure, allowing you to customize the Moonrider’s fighting style while gaining killer advantages and abilities."
void tRrLM();++ //Void Terrarium++,PlayStation 5,2021-05-18,76,6.6,"Void Terrarium takes place in a world overcome with toxic fungi. Players control a maintenance robot who finds a human girl in a scrapyard, who must create a sanctuary for her within a terrarium."
We Are OFK,PlayStation 5,2022-08-18,76,3.1,"Itsumi Saito just moved Downtown and broke up with her long-term girlfriend, leaning into her dream of making it in music. But juggling practice, friends, a brutal commute to the west side, and a full-time job... Itsu is struggling to establish herself in the cutthroat music scene of LA. When she talks her way into a shmoozy Hollywood party and makes friends with a rising music producer, she sees a chance to bring her dreams a little closer.

We Are OFK is an interactive narrative series of arguing over lyrics, sending sad texts, and playing Interactive Music Videos, including OFK's debut single ""Follow/Unfollow"" and more!"
F1 Manager 2023,PlayStation 5,2023-07-27,76,6.6,"The intense world of Formula 1 comes alive for a new season in F1 Manager 2023. Twenty-three races, six F1 Sprint events, new cars, new circuits including the Las Vegas street circuit, new drivers, new challenges... Your legacy begins here.

F1 Manager 2023 gives you unparalleled control of your chosen F1 team, with rich and detailed management features, refined racing spectacle, deeper authenticity and a brand-new mode that allows you to rewrite the season on your terms."
Super Perils of Baking,PlayStation 5,2022-06-03,76,8.0,"Super Perils of Baking is a ground-up remake of Lillymo Games’ very first title, 2018’s 2D platformer Perils of Baking. In Super Perils of Baking, players take control of a talented student-baker who has but one goal in mind: Stopping his brother -- enchanted by a cursed baking hat garnered from their school's basement -- from wreaking havoc throughout the land. Written entirely in verse with a storybook-like presentation, Super Perils of Baking spans 50 core levels and totes plenty of secrets, too. With concise 2D platforming, balanced difficulty, beautiful pixel art, a fun soundtrack, and tons to unlock (including new playable characters). Lillymo’s newest offering is made for audiences young and old (and is especially cute for adults to play with their children). Whether on foot, hurtling in a minecart, swimming underwater, holding onto a balloon, or altering gravity and quite literally turning things upside down, Super Perils of Baking is a food fight for everyone... and True Bakers will find New Game+, Trophies, and tons of collectibles to keep them busy post-adventure, too."
Tiny Tina's Wonderlands,PlayStation 5,2022-03-25,76,5.9,"Embark on an epic adventure full of whimsy, wonder, and high-powered weaponry! Bullets, magic, and broadswords collide across this chaotic fantasy world brought to life by the unpredictable Tiny Tina, who makes the rules, changes the world on the fly, and guides players on their journey. Customize your own multiclass hero and loot, shoot, slash, and cast your way through outlandish monsters and treasure-filled dungeons on a quest to stop the tyrannical Dragon Lord. Everyone's welcome, so join the party, throw on your adventuring boots, and be Chaotic Great!"
Call of Duty: Modern Warfare II,PlayStation 5,2022-10-28,76,4.8,"Call of Duty: Modern Warfare II is the sequel to 2019’s blockbuster Modern Warfare. Featuring the return of the iconic, team leader Captain John Price, the fearless John ""Soap"" MacTavish, the seasoned Sergeant Kyle ""Gaz” Garrick, and the lone wolf himself, fan favorite Simon “Ghost” Riley, witness what makes Task Force 141 (TF141) the legendary squad it is today. 

Leverage new weapons, vehicles, and cutting-edge equipment to take on enemies. Gear up and take the fight offshore to siege enemies underwater, breach a highly fortified enemy base, infil along the canals and liberate much-needed allies at a black site hidden within the mountains. 

Infinity Ward presents heart-pounding next-gen, state-of-the-art gameplay. Fight alongside friends in a truly immersive experience with stunningly realistic sound, lighting, and graphics that produce the most advanced Call of Duty in history. 

Modern Warfare® II features a suite of gameplay and graphical innovations that elevate the franchise to new heights, including:

    A rebuilt, advanced AI system
    Enhanced rendering and photogrammetry technology
    A new Gunsmith system allowing for more customization than ever.
    Trail blazing innovations to set the foundation for next-generation gameplay.

Stay Frosty."
Shadowrun Trilogy,PlayStation 5,2022-06-21,76,tbd,"The Shadowrun Trilogy comprises 3 cult tactical RPG games taking place in a dystopian cyberpunk future in which magic has re-awakened, bringing back to life creatures of high fantasy. Initially created as a tabletop RPG over 30 years ago, this one-of-a-kind setting that has gained a huge cult following during the past three decades. 

Shadowrun Returns: The unique cyberpunk-meets-fantasy world of Shadowrun has gained a huge cult following since its creation over 30 years ago. Nearly 10 years ago, creator Jordan Weisman returned to the world of Shadowrun, modernizing this classic game setting as a single player, turn-based tactical RPG. In the urban sprawl of the Seattle metroplex, the search for a mysterious killer sets you on a trail that leads from the darkest slums to the city’s most powerful megacorps. You will need to tread carefully, enlist the aid of other runners, and master powerful forces of technology and magic in order to emerge from the shadows of Seattle unscathed. 

Shadowrun Dragonfall - Director's Cut - In 2012, magic returned to our world, awakening powerful creatures of myth and legend. Among them was the Great Dragon Feuerschwinge, who emerged without warning from the mountains of Germany, unleashing fire, death, and untold destruction across the countryside. It took German forces nearly four months to finally shoot her down - and when they did, their victory became known as The Dragonfall. It’s 42 years later - 2054 - and the world has changed. Unchecked advances in technology have blurred the line between man and machine. Elves and trolls walk among us, ruthless corporations bleed the world dry, and Feuerschwinge’s reign of terror is just a distant memory. Germany is splintered - a stable anarchy known as the “Flux State” controls the city of Berlin. It’s a place where power is ephemeral, almost anything goes, and the right connections can be the difference between success and starvation. For you and your team of battle-scarred shadowrunners, there’s no better place to earn a quick payday. Now, a new threat is rising, one that could mean untold chaos and devastation. One that soon has you and your team caught on the wrong side of a deadly conspiracy. The only clue: whispers of the Dragonfall. Rumors that the Great Dragon Feuerschwinge may still be alive, waiting for the right moment to return…

Shadowrun Hong Kong - Extended Edition

HONG KONG. A stable and prosperous port of call in a sea of chaos, warfare, and political turmoil. The Hong Kong Free Enterprise Zone is a land of contradictions - it is one of the most successful centers of business in the Sixth World, and home to one of the world’s most dangerous sprawl sites. A land of bright lights, gleaming towers, and restless spirits where life is cheap and everything is for sale.

As an ex-con living in Seattle, you try to make an honest living but when your foster begs you to meet him in China, things turn grim and you find out the police are trying to arrest you. And by arrest, they mean to kill you on sight! Build your team of Shadowrunners, mercenaries with big personalities who can fight using mystical or technical powers, and turn the tables on the elite corporate and the police. Through real-time exploration and turn-based action, you will be met with deadly conspiracy, corporate greed, Triads, social segregation, and gang wars."
Raiden III x MIKADO MANIAX,PlayStation 5,2023-06-06,76,tbd,"Soar sky-high in Raiden III x MIKADO MANIAX, an electrifying entry in the classic arcade shoot-‘em-up series! Customize your music, wallpapers, game mode, and more before launching into high-octane aerial action!"
PGA Tour 2K23,PlayStation 5,2022-10-11,76,4.7,"Tiger Woods leads a roster of more than 14 male and female pros at launch, including Justin Thomas, Lexi Thompson, Tony Finau, Lydia Ko, Collin Morikawa, Will Zalatoris, Brooke Henderson and more. Players can step into the tee box as one of the pros in Exhibition, multiplayer and Divot Derby play, or go head-to-head with them in a battle to climb the leaderboard and claim the FedExCup in PGA TOUR MyCAREER mode. In addition to the pros, the broadcast-style presentation and commentary team of Rich Beem and Luke Elvy also return, with the addition of English golf pro and broadcaster Henni Koyack. PGA TOUR 2K23 includes 20 licensed courses at launch. New additions include the South Course of Wilmington Country Club, The Renaissance Club, St. George’s Golf and Country Club and more. The industry-leading Course Designer also returns, offering players the opportunity to build their dream courses and share them with a global online community. MyPLAYER personalization returns and players can equip their MyPLAYERS just like Tiger with Nike Golf, TaylorMade and Bridgestone Golf apparel and gear. Even more apparel options are available from licensed brands, including Callaway Golf, FootJoy, Malbon Golf, Nike Golf, PUMA, Titleist, TravisMathew and more***. Clubs and balls from brands including Bridgestone Golf, Callaway Golf, COBRA, Mizuno, Odyssey Golf, Scotty Cameron, TaylorMade, Titleist and Wilson are available to deck out players’ golf bags and keep them swinging with swag. In addition to the returning analog stick swing, a three-click swing option is also available for an added level of customization so players can play the way they like. [PGA Tour]

PGA TOUR 2K23 offers new casual modes to help rookies get into the game, while giving seasoned players new challenges and opportunities to work on their skills. The introduction of Topgolf offers a unique experience emulating the popular golf entertainment phenomenon, where players can aim for targets and try to earn the highest score. Training mode offers multiple ways to develop skills, including swing calibration, lessons, chipping practice, a driving range and a putting green."
Call of Duty: Black Ops Cold War,PlayStation 5,2020-11-13,76,5.1,"Black Ops Cold War will drop fans into the depths of the Cold War's volatile geopolitical battle of the early 1980s. Nothing is ever as it seems in a gripping single-player Campaign, where players will come face-to-face with historical figures and hard truths, as they battle around the globe through iconic locales like East Berlin, Vietnam, Turkey, Soviet KGB headquarters, and more.

MULTIPLAYER
Engage in deniable operations and signature combat in the next generation of Multiplayer.

ZOMBIES
Players will bring a Cold War arsenal of weapons and equipment into the next evolution of Treyarch's signature Zombies co-operative experience. 

WARZONE
Black Ops Cold War will also support and build on the hit, free-to-play experience Call of Duty: Warzone. 

Cross Play, Cross-Progression and Cross-Generation Enabled. 

NEXT-GEN
Unlock the power of next-gen Call of Duty experiences with higher framerate, hardware-based ray-tracing, shorter load times and more."
Aliens: Dark Descent,PlayStation 5,2023-06-20,76,6.8,"In Aliens: Dark Descent, command a squad of hardened Colonial Marines to stop a terrifying Xenomorph outbreak on Moon Lethe. Lead your soldiers in real-time combat against iconic Xenomorphs, rogue operatives from the insatiable Weyland-Yutani Corporation, and a host of horrifying creatures new to the Alien franchise. Infiltrate large open levels and annihilate enemies with your squad, dispatching orders strategically and intuitively at the touch of a button. Tread carefully, as your foes will adapt their tactics to your actions while hunting you down because death is permanent. 

Manage your resources wisely and take calculated risks to outsmart the deadliest creature mankind has ever faced. Can you and your squad stop the outbreak before it's too late?"
Afterimage,PlayStation 5,2023-04-25,76,6.3,"One of the supreme deities created this vast world called Engardin, upon which natural wonders lie everywhere: gigantic volcanoes, steep canyons, deep seas and a tower that soars into the clouds...

Encounter fantastic creatures during your journey: giant beasts wandering in fire, and spirits lurking in the depth of complicated labyrinths... Learn about your new friends, get to know their pasts and the agendas they hold.

Engardin is alive with unknown secrets. Venture forth and feel free to explore wherever you like as a brave adventurer. Find out the stories that link each area, discover a concealed history and the truth of the world."
Nobody Saves the World,PlayStation 5,2022-04-14,76,7.5,"When the ancient Calamity re-awakens, who can save the world? Nobody! (That's you, you're Nobody.) Master the art of transformation to become a Slug, Ghost, Dragon, and more in this new take on Action RPGs from the creators of Guacamelee!

Complete quests to discover and swap between 15+ varied and distinct Forms. Mix and match abilities in unexpected ways to unlock and complete even MORE challenging quests. Explore a vast overworld - on your own or with a friend online - while clearing shape-shifting dungeons in an effort to stop The Calamity and save the world!"
Tentacular,PlayStation 5,2023-02-22,76,6.0,"Ever felt like a squid out of water?

Tentacular plunges you into the ocean-dwelling hulk of a gigantic, kind-hearted tentacled beast trying to figure out its place in the world.

Raised among humans on the bustling and eccentric island of La Kalma, the time has finally come to unravel the secrets of your mysterious origin while working as the world's strongest handyman. Help your human friends to research a strange and an incredibly powerful energy source through a colossal collection of action-based activities and constructions puzzles, using your titanic tentacles to aid your quest for answers and unlock elements for your very own playground in the creative sandbox mode."
Strayed Lights,PlayStation 5,2023-04-25,76,tbd,"Strayed Lights is an atmospheric action-adventure with fluid combat and an intricate world imbued with mystery. You are a tiny, growing light seeking transcendence. Explore a land of otherworldly ruins and glowing trees, where entities of flickering lights and luminescent shadows reside.

Challenge rogue shadow creatures in fast-paced, rewarding combat. Use a fluid mix of parries and dodges to absorb their energy levels until you can unleash an ultra energy attack. Shift your light from blue to orange in sync with enemies using timed parries, then push energy back at them in vivid finishers."
Super Monkey Ball: Banana Mania,PlayStation 5,2021-10-02,75,6.7,"Go Bananas with your favorite monkey gang in the ultimate Super Monkey Ball adventure. Roll through wondrous worlds with AiAi and friends as you race to stop monkey mad scientist Dr. Bad-Boon from blowing up Jungle Island! Join the all-star monkey team of AiAi, MeeMee, GonGon, Baby, YanYan and Doctor as you bounce, tilt, and roll your way across hundreds of delightfully crafted levels and mazes. It’s monkey business for the gang - play solo or with friends as you take down Dr. Bad-Boon and steal back your beloved bananas!
Features:

    The ultimate Super Monkey Ball Experience – More than 300 stages from Super Monkey Ball, Super Monkey Ball 2 and Super Monkey Ball Deluxe. 
    Go Bananas with 12 fun minigames including Monkey Racing, Monkey Soccer, Monkey Bowling, Monkey Baseball and much more! 
    Challenge your friends as you compete for top banana on the online leaderboards!
    Assemble your all-star monkey team of up to 4 friends and work together to save Jungle Island with 4-player local co-op. 
    Immerse yourself in the Super Monkey Ball world with creative comic book-style story telling in Story Mode.
    Want to be the coolest monkey on the block? Customize your character and Super Monkey Ball to make it your own!"
PowerWash Simulator,PlayStation 5,2023-01-31,75,4.5,"Release the Pressure with PowerWash Simulator! Wash away your worries with the soothing sounds of high-pressure water. Fire up your power washer and blast away every speck of dirt and grime you can find, all with the simple satisfaction of power-washing to a sparkling finish. 

Build up your business in Career Mode and complete a variety of dirty jobs across the dusty town of Muckingham. There's no right or wrong; no time pressure or final score, just you and the tools you need to soak away your stress. Want a clean start? Chill out and replay your favourite jobs in Free Play."
River City Girls 2,PlayStation 5,2022-12-15,75,6.8,"The River City Girls are ready for round 2! When an old foe resurfaces, Misako, Kyoko, Kunio, and Riki - joined by newcomers Marian and Provie - hit the streets for an all-new beat-'em-up adventure packed with new abilities, enemies, environments, and more! 

Team up for local or online co-op, then pound punks into the dirt with brand-new guard-crush attacks, lift-off combos, double-team maneuvers, and other knuckle-busting techniques! 

Level-up to earn new moves, buy items and accessories in more than 30 shops, and recruit defeated foes and hired heavies to help you on your way!

River City is bigger than ever, with more locations to explore, more objects to destroy, and a day-night cycle! With nonlinear gameplay, a dynamic story system, and another epic soundtrack by Megan McDuffee, River City Girls 2 will keep you brawling until all your enemies yell ""BARF!"""
Sherlock Holmes: The Awakened,PlayStation 5,2023-04-11,75,7.5,"Sherlock Holmes: The Awakened remake sees a young Sherlock take on his first major case alongside his newly acquainted sidekick, John Watson. What seems like a straightforward case of a missing person quickly spirals into a web of conspiracies by a nefarious cult that worships the eldritch god Cthulhu and are attempting to bring about an ancient prophecy. 

The game will take the detective duo across four locations - Victorian London, a Swiss psych ward, the New Orleans bayous, and the Scottish Highlands - as they try to separate reality from the supernatural while trying to put a stop to these shadowy madmen."
Zombieland: Headshot Fever Reloaded,PlayStation 5,2023-02-22,75,tbd,"Zombieland: Headshot Fever is a modern take on the classic arcade light gun shooter, built from the ground up for VR, and rebuilt for PlayStation®VR2. Join the Zombieland crew as you take on zombie hordes against the clock. Headshot combos slow down time, meaning the most precise shooter is the fastest. Challenge the leaderboards with skill, speed, and accuracy.

- Zombieland: Headshot Fever Reloaded is the ultimate version of the hit VR game, rebuilt to take advantage of PlayStation®5 and PlayStation®VR2.
- Experience Zombieland: Headshot Fever as never before, with 4K 90fps gameplay, headset rumble, and controller haptics, making you feel every oncoming zombie and every bullet fired.
- Zombieland: Headshot Fever Reloaded on PlayStation®VR2 benefits from a brand new cel-shaded art style, new character models, new animations, new lighting, ragdoll physics, new music, completely re-designed progression system, a new game hub and so much more.
- Zombieland: Headshot Fever Reloaded on PlayStation®VR2 also includes a whole host of brand new gameplay content, including a new story level, three new remix levels, new Gun Range challenges, new guns, new perks, new gun skins and more.
- Zombieland: Headshot Fever Reloaded also includes Arcade Mode: a roguelite game mode that asks players to compete for the best run across five levels. Spend earned currency in between levels to purchase special upgrades, perks and guns, or will you exchange one of your three lives for extra time?"
GhostWire: Tokyo,PlayStation 5,2022-03-22,75,8.5,"After strange disappearances hit Tokyo’s population, it’s up to you to uncover the source and purge the city of a strange, new evil. Armed with your own mysterious abilities, you will face down the occult, unravel conspiracy theories and experience urban legends like never before.
Don’t fear the unknown. Attack it."
Asterigos: Curse of the Stars,PlayStation 5,2022-10-11,75,6.5,"Welcome to Aphes – a city-state full of magic and wonder inspired by ancient Rome and classical Greek designs. From the mist-covered bazaar streets to gloomy sewers, the enigmatic forests at the city’s outskirts to deep chasms full of glittering crystals, the landscapes of Aphes are full of beauty and dangers. Choose from a variety of ranged and melee weapons on the go and combine them as you wish! The talent system allows you to pick and expand your combat style by choosing two out of six completely different weapons: sword and shield, dual blades, spear, hammer, staff or even magic bracelets. Equip a magical staff to obliterate your foes from the distance or switch to a gigantic battle hammer to squish them in a close combat. Whilst Aphes might distract you with its breathtaking views, this city is not for the faint of heart. Fight your way through 60 different monsters and encounter 22 unique bosses – each with its own unique battle mechanics. Every choice and every decision you make matters. Your journey in Aphes will lead you to discover the truth behind the city’s curse, letting you piece together its history through conversations, discovered documents and cinematics, as well as Hilda’s own diary, which she’ll update with sketches and observations. The world of Asterigos is full of secrets and untold stories. Find over 100 collectibles, complete numerous side quests and build on your legacy in the New Game+ mode!"
Bugsnax,PlayStation 5,2020-11-12,75,7.6,"Explore whimsical Snaktooth Island in search of answersand a snack, maybe. 

In this first-person adventure, you play as a journalist who receives a mysterious film from the disgraced explorer, Elizabert Megafig. She's invited you to Snaktooth Island to witness her latest and greatest discovery: Bugsnax! Lured by the promise of a great story, you travel to the island to interview Elizabert and her group of misfit grumpuses. In the pursuit of your big scoop, you get caught up in hunting Bugsnax, feeding grumpuses, and solving the mysteries of the island

* What are these half-bug half-snack creatures, really?
* How do they affect the bodies of those who eat them?
* And most importantly, why do they taste SO GOOD!?"
Heavenly Bodies,PlayStation 5,2021-12-07,75,5.8,"Discover the ever-changing nuances of weightless motion in this challenging physics game, featuring a collection of stellar scenarios inspired by the feats of space explorers and researchers throughout history. Wrangle control of your cosmonaut’s arms with the left and right thumbsticks to push, pull, and clamber through fully physically simulated scenarios aboard a scientific research station, alone or with a friend via local co-op. With only radio contact with mission control as your aid, you will have to use your sharp mind and dexterous limbs to assemble space telescopes, maintain delicate solar arrays and research cosmic botany. But without gravity, nothing is still, nothing is secure, and nothing is simple. At first you might fumble in the vastness of space, but in time you will grasp weightless motion with grace."
Anodyne 2: Return to Dust,PlayStation 5,2021-02-18,75,tbd,"Nano Dust infects the islanders of New Theland, distorting their emotions and desires. You play as Nova, a Nano Cleaner who must explore the island, seeking out the sick and shrinking inside their bodies to suction up the Dust.

Anodyne 2: Return to Dust combines the thrilling scale and cinematic storytelling of 3D games with the tight design and easy-to-pick-up satisfaction of 2D Zelda-like adventures. With art that re-imagines the PS1 and N64 era, explore 3D cities, valleys, and wastelands then shrink into the varied 2D mindscapes of characters, from snowy, aurora-lit valleys to perilous volcanic construction sites!"
The Sinking City,PlayStation 5,2021-02-19,75,6.6,"The Sinking City is an action/investigation game set in an open world inspired by the universe of H.P. Lovecraft. In this new type of adventure, you take on the role of Charles W. Reed, an investigator in the 1920s United States. No sooner have you arrived in Oakmont, Massachusetts, than you are led to investigate a mysterious flood inundating the city, in the hopes of shedding light on the darkness that has seized the place and corrupted the minds of the inhabitants - and yours...

* An oppressive atmosphere and story inspired by the universe of H.P. Lovecraft.
* A vast open world that can be explored on foot, by boat, in a diving suit
* High replay value thanks to an open investigation system: each case can be solved in a number of ways, with different possible endings depending on your actions.
* An arsenal of weapons from the 1920s with which to take on nightmarish creatures.
* Manage your mental health to untangle the truth behind the madness."
Hot Wheels Unleashed,PlayStation 5,2021-09-27,75,7.2,"Drive the cars of your dreams! The coolest, the fastest, the most unique badass vans and jaw-dropping muscle cars are waiting for you. Take the wheel of tons of vehicles with their own personality and style, different traits, and levels of rarity. The very best of the hot wheels universe is here! Prove you're the best and unlock Premium cars and extraordinary items and with the livery editor make your ride a one-of-a-kind masterpiece of speed. Race like everyone's watching! Get ready for pure fun and show off your driving skills! Drift like a pro, charge your boost and blast through the loops to beat time, rivals and gravity itself! Are you up for a challenge? Boom, jackpot: race side by side a friend in the 2-player local split-screen mode or face up to 12 players online in a worldwide event. The harder the challenge, the more glorious the triumph! Unleash your creativity! Massive, themed playgrounds are ready to host the most immersive races. Have fun on and off the track with these beautifully detailed and interactive environments, where any object can play a role and be an actual part of your circuit! You can even build a racetrack inside your very own room, a space to customize with furniture and the items you will collect during your journey. And thanks to the incredibly powerful editor, building the craziest tracks has never been easier! Bend and stretch the iconic Orange track piece to create your unique design and then add special Boosters, loops, obstacles, and exclusive interactive elements to build your own racing paradise. Share your creations with the world Or enjoy tracks made by other crazy players like you. Now it's time to unleash the fun!"
The Falconeer: Warrior Edition,PlayStation 5,2021-08-05,75,tbd,"Soar through the skies aboard a giant warbird in this BAFTA nominated air combat game. Soar through the skies aboard a majestic warbird, explore a stunning oceanic world and engage in epic aerial dogfights, in this BAFTA nominated air combat game from solo developer, Tomas Sala.  You take on the role of Falconeer, a powerful airborne warrior traversing a vast oceanic world torn apart by generations of poisonous decisions and dissent. Throughout multiple campaigns, you will experience life from many different perspectives and loyalties as you embark on a journey of discovery, and solve the mystery of the Ursee, its people and history.  Progress through perilous missions and side quests, wielding your lightning caster to protect ships against pirates, kraken and other threats. Dive through the deep ocean depths, soar above the clouds to do battle with giant crab cities or engage in furious dogfights against the mysterious Mancer Order that controls and regulates technology. The Falconeer: Warrior Edition includes the fully updated game, plus 'The Hunter' DLC, adding a new player class with a flyable Ormir dragon and a set of pyro pot guided rockets, and the new 'Edge of the World' DLC, containing 3 additional side quests and new boss encounters."
Gravitar: Recharged,PlayStation 5,2022-06-02,75,tbd,"A lone pilot, far from home, must navigate an abstract universe of uncharted planets and space stations guarded by mysterious, hostile aliens in Gravitar: Recharged. You must complete missions in each solar system, navigating a variety of challenging environments, each with varying levels of gravity that will test your skills as a pilot. Complete each mission within a solar system and you will be transported to the next through a massive black hole. Will you ever make it home? The visual aesthetic of Gravitar: Recharged takes the Recharged series in a new direction, with expansive environments rendered in painterly style and pastel tones. In the capable hands of industry-veteran composer Megan McDuffee, the original soundtrack complements the art style with soothing, atmospheric tracks that evoke a sense of wonder."
Railway Empire 2,PlayStation 5,2023-05-25,75,tbd,"All aboard the express train to riches and fame in Railway Empire 2!

Don the coat of a clever entrepreneur, take over a small railway company in the early 1800s and turn your steam engines into the workhorses of the economy. Grow your company into the largest railway company of the continent and outsmart your competitors as you connect cities and companies with an ever-expanding network of rail lines, bridges, and tunnels.

60 famous steam engines are at your disposal, all pulling freight and passenger cars as they usher in an era of historic importance during the Industrial Revolution."
Sable,PlayStation 5,2022-11-29,75,6.6,"Embark on a unique and unforgettable journey and guide Sable through her Gliding; a rite of passage that will take her across vast deserts and mesmerizing landscapes, capped by the remains of spaceships and ancient wonders.

Explore the dunes on your hoverbike, scale monumental ruins and encounter other nomads as you unearth mysteries long forgotten and discover who she really is behind her mask.

With its unique art style and original soundtrack by Japanese Breakfast, envelop yourself in Sable's world and explore everything at your own pace. There is a lot in this world just waiting to be discovered. Do not be afraid. Take the leap."
Frank and Drake,PlayStation 5,2023-07-19,75,tbd,"Two strangers are brought together as roommates by unknown forces in a conspiracy that threatens them both.

Frank is the super of a run-down apartment block, working by day and worried he's losing his mind. Drake is allergic to sunlight and operates by night, forcing the roommates to communicate solely through sticky notes left for each other around the apartment. Despite their separation, they must forge a relationship, uncover the mystery, and survive.

Play both characters alternately: Frank during the day, Drake at night. What they do during their times will affect what the other can do in the future

The game's story unfolds using a branching narrative, where decisions you make can have a profound impact later. Only through multiple playthroughs will you uncover all the secrets hidden in the world of Frank and Drake and experience the different endings."
GrimGrimoire OnceMore,PlayStation 5,2023-04-04,75,tbd,"GrimGrimoire is a magic fantasy real-time strategy game in which a young wizard girl named Lillet struggles to uncover the truth in order to avoid reliving the same five days and impending disaster. Developed by Vanillaware and published by Nippon Ichi Software, it was first released in 2007.

Resurrected as GrimGrimoire OnceMore for PlayStation 4 and Switch, this remastered release features high-resolution graphics and new systems that make the game more enjoyable, including ""Great Magic"" that can turn the tides in battle and a ""Skill Tree"" to strengthen your familiars.

Please look forward to GrimGrimoire OnceMore, now more beautiful, vivid, and easier to play than ever."
Farming Simulator 22,PlayStation 5,2021-11-22,75,6.1,"Assume the role of a modern farmer in three diverse American and European environments. Take on a huge variety of farming operations focusing on agriculture, animal husbandry and forestry - now with the exciting addition of seasonal cycles. More than 400 machines and tools from over 100 real agricultural brands like John Deere, CLAAS, Case IH, New Holland, Fendt, Massey Ferguson, Valtra and many more are included. New machine categories, crops and mechanics will add to the experience.

Run your farm cooperatively in multiplayer and extend the game by a multitude of free community-created modifications. Start farming and let the good times grow!"
Cyberpunk 2077,PlayStation 5,2022-02-15,75,7.1,"Night City, California. Year 2077. The world is broken. MegaCorps manage every aspect of life from the top floors of their sky-scraping fortresses. Down below, the streets are run by drug pushing gangs, tech hustlers, and illegal braindance slingers. The in-between is where decadence, sex and pop culture mix with violent crime, extreme poverty and the unattainable promise of the American Dream. 

You are V, a cyberpunk. In a world of cyberenhanced street warriors, tech-savvy netrunners and corporate life-hackers, today is your first step to becoming an urban legend...

Cyberpunk 2077 is an ambitious RPG for mature audience, set in the corrupt and tech-advanced world of the year 2077 and is being developed by CD Projekt RED in association with the Cyberpunk Pen & Paper system author, Mike Pondsmith."
