game_title,game_platform,game_release_date,metascore,user _score,game_summary
Ninjin: Clash of Carrots,Switch,2018-09-04,76,6.3,"An anime-inspired beat-’em-up with a gaggle of varied enemies, deep customization…and ninjas! Play through side-scrolling worlds consisting of multiple stages and collect carrots stolen by the evil Shogun Moe."
War Tech Fighters,Switch,2019-06-27,76,8.1,"War Tech Fighters - Combines Japanese Anime with Hollywood Blockbusters. Configure, upgrade and customize your War Tech and save your galaxy. Travelling across the galaxy, the rebel colonies of Hebos and Ares join forces to battle against the Zatros empire with the deadliest weapons ever built – War Techs. Taking space combat to a whole new level, War Techs are giant mechs that combine cold precision and state of the art technology in the battlefields of space."
Sega Ages: Puyo Puyo,Switch,2019-08-22,76,7.8,"Return to the game that started the successful Puyo Puyo series, one of the most celebrated games in Japan. Strategically stack Puyos to chain your combos while sending devastating Puyos to hinder your opponent. First to clear the screen wins. Revived for Nintendo Switch, experience a new spin on classic Puyo Puyo with online network battles, rankings, and reverse rotate control."
ASTRONEER,Switch,2022-01-13,76,tbd,"Astroneer is set during the 25th century's Intergalactic Age of Discovery, where Astroneers explore the frontiers of outer space, risking their lives in harsh environments to unearth rare discoveries and unlock the mysteries of the universe. In this sandbox space adventure, you and your friends can work together to build custom bases above or below ground, create vehicles to explore a vast solar system, and use the terrain to create anything you can imagine. Your creativity and ingenuity are key to thriving on exciting planetary adventures!

Features:

* Procedurally-generated planets with terrain that can be reshaped under your feet as though it were made of clay. Survive on and explore carefully crafted planets that can be entirely deformed and traversed.

* Extract resources, trade or craft new tools, vehicles, and modules. Snap together components and objects to build bases, rovers, and spaceships to travel to new planets and moons.

* Play with friends in 4-player online drop-in/drop-out co-op.

* Discover and uncover the mysteries of the solar system."
Subnautica: Below Zero,Switch,2021-05-14,76,4.5,"Below Zero is an underwater adventure game set on an alien ocean world. It is a new chapter in the Subnautica universe and developed by Unknown Worlds. Return to planet 4546B. Dive into a freezing underwater adventure. Below Zero is set in an arctic region of planet 4546B. As a scientist posted to a research station on the planet's surface, you are tasked with studying alien artifacts...

The Vesper space station orbits high above you, sending supplies, instructions, and receiving samples you launch from the surface.When disaster strikes the research station, you must improvise to survive: Construct habitats, scavenge for resources, hunt for food, and craft equipment."
Double Dragon: Neon,Switch,2020-12-21,76,tbd,"Known for the beautiful aesthetics and renowned gameplay of A Boy and his Blob, Contra 4, Batman: The Brave and the Bold, and BloodRayne: Betrayal, WayForward is applying its focused attention to detail on Double Dragon: Neon. Taking place in a hyper-saturated omniverse, players beat up baddies across earth and beyond against the Black Dragon Clan's most nefarious leader yet-- the supernatural scourge Skullmageddon. You could go it alone, but why wouldn't you want to grab a buddy and take your game to the next level with drop-in, drop-out online 'Bro-Op'?!"
Before I Forget,Switch,2021-04-29,76,tbd,"A woman alone in a house. A mystery and a love story. Explore the present to uncover the past, in a short story of love and loss and a life well-lived. A narrative exploration that examines a world where memories are constantly fading and jumbled. A game about dementia and what happens when you can't hold onto the things you've done or the people you've loved.

""Is this the right place?...What did I come out here for?""

A plaintive theme on the piano. A tattered 2-year-old calendar. The taste of stale air. A woman is in her house, alone, and her mind holds a mystery...

You are Sunita - a woman living with early onset dementia. As you wander from room to room, you discover mysterious objects, each holding a fleeting, fragmented memory. Examine faded postcards, scribbled notes, photographs, and more to uncover Sunita's past, piece together her life-story, and understand her present.

Before I Forget is a story-rich, first-person exploration game from 3-Fold Games. Delicate, moving, and atmospheric, it examines the emotional impact of dementia."
A Plague Tale: Requiem - Cloud Version,Switch,2022-10-18,76,8.8,"Embark on a heartrending journey into a brutal, breathtaking world twisted by supernatural forces.

After escaping their devastated homeland, Amicia and Hugo travel far south, to new regions and vibrant cities. There, they attempt to start a new life and control Hugo's curse. But, when Hugo's powers reawaken, death and destruction return in a flood of devouring rats. Forced to flee once more, the siblings place their hopes in a prophesized island that may hold the key to saving Hugo.

Discover the cost of saving those you love in a desperate struggle for survival. Strike from the shadows or unleash hell, overcoming foes and challenges with a variety of weapons, tools and unearthly powers."
Labyrinth of Zangetsu,Switch,2023-04-20,76,tbd,"Set in the Ido period, the world has blackened under the disaster of the Ink of Ruin. Conscript a team of skilled warriors to venture deep into the impure Labyrinths to conquer the Ink plaguing the land.

Will you return unscathed and free the land of this stain? Dangerous yokai await you inside!"
Embers of Mirrim,Switch,2017-12-07,76,7.8,"To save their world from an alien threat, two proud races must set aside their differences and come together... literally. Embers of Mirrim is an adventure-platformer featuring a mystical creature with the ability to split into light and dark embers, each independently controlled by the analog sticks."
Assault Suits Valken Declassified,Switch,2023-03-30,76,tbd,"The original Assault Suits Valken was censored and edited for its international release as Cybernator. This new Declassified version finally offers the original Assault Suits Valken officially translated into English for the first time.

In addition, a recreation of the original 80-page Japanese guidebook has been translated into English and included in this release, of which 40 pages cover the game's backstory.

Following that, this Declassified release offers new artwork from the game's character designer Satoshi Urushihara and never before seen production artwork.

The original and arranged soundtracks are also available to play in the game's music player, along with a new interview with Satoshi Nakai about the original game's mecha design."
Volta-X,Switch,2020-08-12,76,tbd,"WELCOME TO VOLTA-X

The Volta Grand Prix is the world's preeminent robot combat sport, where teams from around the globe compete for the championship. Your ragtag team of misfits is destined for greatness as they outwit, out-customize, and out-strategize all opponents.

As the team joins the upper echelon of robot technology and competition, the team learns there's more to the life of robot pilots than competing against each other.

ABOUT THE GAME

Volta-X is a new strategy game where you take on opponents in intense Robot battles. Face off against other players worldwide as you climb the ranks and uncover the dark secrets of Volta-X in gripping story battles.

In battle you'll control more than just your Robot's moves, you'll also direct your crew members to run from room to room making repairs, putting out fires, and activating the weaponry to blast your opponents into smithereens. To get the most out of your crew, you'll need to plan ahead and think fast!

In base-building mode, you'll get to interact with your crew members outside of the arena. Learn their backstory and build the rooms that make them happy so they can train up. 

When you have a team pumped for victory, construct a lab to research new tech and an armory to build new weapons you can take into battle. With nearly endless combinations of Robot Upgrades, the dream of designing your own battle bot has arrived!"
Sol Cresta,Switch,2022-02-22,76,8.1,Sol Cresta is a sequel to 1980 arcade game Moon Cresta and its 1985 successor Terra Cresta.
Pikuniku,Switch,2019-01-24,76,7.7,"Pikuniku is a puzzle-exploration game that takes place in a strange but playful world where not everything is as happy as it seems. Help peculiar characters overcome struggles, uncover a deep state conspiracy, and start a fun little revolution in this delightful dystopian adventure."
The Caligula Effect 2,Switch,2021-10-19,76,6.3,"Dive into a reality-warping adventure from Persona scenario-writer Tadashi Satomi and director Takuya Yamanaka!

A virtuadoll named Regret has created the world of Redo in order to save people from their past regrets by unknowingly imprisoning them in a simulation. However, this ""Paradise"" is shaken to the core when a virtual idol named X breaks into Regret's virtual reality and restores a high school student's memories of the real world. In order to escape Redo, they form the Go-Home Club, a resistance group that seeks to fight against regret and her enforcers, the Obbligato Musicians."
Wasteland 2: Director's Cut,Switch,2018-09-13,76,7.4,"From the Producer of the original Fallout comes Wasteland 2, the sequel to the first-ever post-apocalyptic computer RPG.

The Wasteland's hellish landscape is waiting for you to make your mark... or die trying. With over 80 hours of gameplay, you will deck out your Desert Ranger squad with the most devastating weaponry this side of the fallout zone, test the limits of your strategy skills, and bring justice to the wasteland.

Features:
- One Size Does Not Fit All: Don't feel like finding the key for a door? Pick the lock, bash it down with your boot, or just blow it open!
- Decision Making... with Consequences: With both short and long term reactivity, your choices ripple outwards, changing the game's events and forever altering the lives of those in the wasteland.
- Huge & Customizable: Hundreds of characters. Thousands of variations on your Rangers' appearance. Over 150 weapons. No two players will have the same experience."
One Piece: Pirate Warriors 3 - Deluxe Edition,Switch,2018-05-10,76,8.3,"More action, more characters, stronger enemies and an improved gameplay in the latest collaboration between TOEI ANIMATION, KOEI TECMO GAMES and BANDAI NAMCO Entertainment!

Enjoy the original story of ONE PIECE from Fuschia village, where everything has started, to the kingdom of Dressrosa, a mysterious island dominated by the evil Donquixote Doflamingo.
Will your resolution be strong enough to defeat the most dangerous foes, including Doflamingo, Hordy Jones, Ceasar Clown and many more?
Gather every member of the Straw Hat Crew, like in the original story, sail to the most emblematic places and enter the most epic battles: Marineford, Fish-Man Island, Punk Hazard and Dressrosa!"
WarioWare: Get It Together!,Switch,2021-09-10,76,7.7,"Microgame mayhem comes to the Nintendo Switch™ system. Take on over 200 quick and quirky microgames—lightning-fast minigames filled with frantic fun—solo or with a friend! When his latest harebrained business scheme goes awry, Wario must use his signature style (and smell) to fix it. How? By playing a twisted collection microgames of course! From assembling a robot to pulling out a statue’s armpit hair, the WarioWare™: Get It Together! game is a comedic, cooperative microgame mashup.

 Find a friendly frenzy with a mountain of microgames

Help out infamous game designer, Wario, after he gets sucked into his latest creation in Story Mode. Go it alone or with a friend in 2-player cooperative play—a first for the series! You can either play on the same system** or via local wireless***.

Play as Wario and his colorful crew

For the first time, YOU control Wario and friends inside their own chaotic games. Use their distinctly absurd abilities to take on a rush of microgames. Tip a turtle with the help of Wario’s dash or choose Ashley and hurl a spell at it. In WarioWare: Get It Together!, mix and match characters and microgames for maximum fun!"
Planet Alpha,Switch,2018-09-04,76,7.0,"PLANET ALPHA, a beautiful alien world filled with mystery and danger. Pursued by relentless enemies, you must harness the power of night and day as you struggle to survive."
Ultra Space Battle Brawl,Switch,2018-07-05,76,8.0,"Aggression with Dignity

Imagine Pong mixed with the essence of fighting games, on steroids. Easy to learn yet hard to master, Ultra Space Battle Brawl is a fun competitive game fit for settling disputes, be it with your friends and family or rivals and arch nemesis. Play the single player story mode campaign, if you don't have friends or enemies to fight against.

Features:
- Single player story mode campaign, if you don't have friends or enemies to fight against
- Various modes to play that supports up to 4 simultaneous players
- HD Rumble support
- Bright and colorful pixel art, inspired by 80s Japanese aesthetics
- More than 10 playable characters, each with their own quirk and reference to Indonesian diverse cultures
- A mix of funkot dangdut (Indonesian house music) and 80s synthwave
- Also features a music by Manami Matsumae of Mega Man fame"
Scribblenauts Mega Pack,Switch,2018-09-18,76,7.6,Get the best of Scribblenauts with Scribblenauts Mega Pack: two classic games with ALL-NEW content. Use the power of your imagination to solve puzzles in endless ways.
Re:ZERO - Starting Life in Another World: The Prophecy of the Throne,Switch,2021-01-29,76,8.3,"One month after Subaru's new life in another world began, an emissary sent by the royal castle suddenly appears with news that the royal selection has been postponed, but offers no reason as to why. The postponement of this grand event that decides the next ruler of the Kingdom of Lugunica stirs Subaru and his friends into action. They return to the royal capital only to find that a sixth candidate has claimed their stake for the throne. But the Dragon Stone prophesizes that only five candidates would be chosen. With one candidate being an imposter, suspicions are immediately cast toward one woman in particular: Emilia. What answers lie beyond the mysterious web of assassination, betrayal, and conspiracies...?"
Voice of Cards: The Beasts of Burden,Switch,2022-09-13,76,4.9,"This is the tale of a girl who swears revenge on monsters.
After losing her home, she joins hands with a mysterious boy and sets out into the unknown. But will it be the light of hope, or the darkness of despair that awaits them at journey's end...? The Voice of Cards series are RPGs, told entirely through the medium of cards.
In ""The Beasts of Burden"", you can trap the monsters you defeat in cards and use them as skills in battle.

Enjoy a truly unique gaming experience from the minds of YOKO TARO, Keiichi Okabe and Kimihiko Fujisaka.

*This game is not a direct sequel to Voice of Cards: The Isle Dragon Roars or Voice of Cards: The Forsaken Maiden and can be enjoyed as a standalone adventure.
*Product bundles that include this game are also available. Please take care to avoid making duplicate purchases.
*Please be aware that services which require an internet connection to use may be discontinued after a time has passed from the game’s release."
Pode,Switch,2018-06-21,76,7.5,Pode is a co-op puzzle exploration game about a rock and a fallen star working together to solve ancient puzzles in a stunning environment inspired by Norwegian art and culture.
Hero-U: Rogue to Redemption,Switch,2021-02-09,76,tbd,"Hero-U: Rogue to Redemption is an epic - and humorous - fantasy adventure and role-playing game in which you take on the role of Shawn O'Conner, a young man striving to become a hero as well as a rogue.

Hero-U: Rogue to Redemption is the work of Lori Ann Cole and Corey Cole, creators of Quest for Glory, Shannara, Castle of Dr. Brain, and Mixed-Up Fairy Tales. Although Hero-U is not a direct sequel to the Quest for Glory games, it features the same mix of adventure, role-playing, humor, and immersive storytelling that we introduced in that series.

Shawn can become the Rogue of the Year while exploring a mysterious castle, making friends and enemies, fighting deadly foes, and uncovering the secrets of his own hidden past. Meanwhile players will enjoy the rich and humorous dialogue and descriptions as they guide Shawn through his adventures.

During the day, Shawn attends classes at the University, practices his skills, and tries to make friends with other students. At night, it's time to pull out weapons, armor, and traps to explore the abandoned wine cellars, stunning sea caves, creepy catacombs, and deadly dungeon beneath Hero-U. Most combat is optional for those who prefer a pure adventure game, but there are ample rewards for those who choose to valorously fight the creatures that threaten the school and all of Sardonia."
Pac-Man 99,Switch,2021-04-07,76,7.7,"40 years after the classic Pac-phenomenon rocked the gaming world, PAC-MAN is back in a new 99-man battle royale. Get back in the maze and chase down the iconic ghosts. 

Who will be the last PAC-MAN standing?"
The Swords of Ditto: Mormo's Curse,Switch,2019-05-02,76,7.1,"The Swords of Ditto: Mormo's Curse is a compact action RPG that creates a unique adventure for each new hero of legend in the relentless fight against the evil Mormo. Explore a delightful but dangerous overworld, brave menacing dungeons, and improve your hero in a charming village, during your quest to overcome the evil that plagues the island. Unleash the mystical Sword of Ditto and grab a co-op friend for an unforgettable adventure filled with delightful characters, extraordinary loot, and heroic battles."
Necrobarista: Final Pour,Switch,2021-08-11,76,7.7,"Discover a tale of mystery, magic, and, depending on who asks, the best/worst coffee around. Hidden in an unassuming alleyway lies The Terminal, a café that serves as a waypoint between the lands of the living and the dead, where any one of the patrons could be a spirit from beyond. With strict rules defining how long ghosts can spend in the corporeal realm before being forced to pass on, running this café is more complicated than your typical Melbourne coffeehouse. Apprentice necromancer Maddy has just taken ownership of The Terminal and all its magical responsibilities. Follow her story and those of mechanics-obsessed teen Ashley, infamous Australian outlaw Ned Kelly, exasperated necromancer Chay, and a cast of other colorful characters through their dark pasts and the secrets behind the place linking them all together."
Digimon Story Cyber Sleuth: Complete Edition,Switch,2019-10-18,76,6.6,"Become a cyber detective or powerful hacker to solve diabolical digi-mysteries. Embark on a thrilling adventure where the line between the real and digital worlds is blurred. Featuring more than 300 digital to collect, raise, and digivolve. Build an all-star Digimon team to take on opponents in classic turn-based battles."
Wulverblade,Switch,2017-10-12,76,7.5,
Samurai Shodown NeoGeo Collection,Switch,2020-07-28,76,tbd,"SAMURAI SHODOWN released on the NEOGEO in 1993, followed by its sequel SAMURAI SHODOWN II in 1994, and the series became a trilogy in 1995 with SAMURAI SHODOWN III. Soon after SAMURAI SHODOWN IV AMAKUSA’S REVENGE came in 1996, and seven years later SAMURAI SHODOWN V was released in 2003, with SAMURAI SHODOWN V SPECIAL releasing the following year in 2004. Never before released to the public, SAMURAI SHODOWN V PERFECT is a mysterious final version of SAMURAI SHODOWN V that is the stuff of legends to SNK fans. Players can select between either Japanese or English MVS arcade versions for each title. Additionally, there are features such as scanlines for that retro flair, save functions, and arcade mode can even be set to FREE MODE meaning no more game overs!"
Ys IX: Monstrum Nox,Switch,2021-07-06,76,8.0,"While imprisoned in Balduq, Adol is cursed and becomes a Monstrum. With his newfound powers, he must stop the Grimwald Nox from consuming the city. 

Feared Protectors: Play as any of the six notorious Monstrum, each with their own unique Gifts that grant abilities such as scaling sheer walls or detecting hidden objects to protect the city from shadowy creatures. 

The World Within the Walls: Explore the massive city, accept quests to aid the townsfolk, and enter the Grimwald Nox to vanquish the threats to Balduq. 

Strength of the Night: Familiar mechanics such as Flash Dodge and Flash Guard allow you to outmaneuver your foes, while new additions such as Gifts and Boost Mode further augment your ability to fight. 

Story
""What is real is defined by what is not.Who one is defined by who one isn't.""
To move forward, one must accept these truths.
""Yes, in this prisonthis cradle
my dreams and reality became one."" 

Renowned adventurer Adol ""the Red"" Christin and his companion Dogi arrive at Balduq, a city annexed by the Romun Empire, only for Adol to be detained before setting foot inside. While imprisoned, he meets a mysterious woman named Aprilis who turns him into a Monstrum, a being with supernatural Gifts and the power to exorcise monsters. Now, Adol must ally with his fellow Monstrum to fend off the fearsome threats emerging from a shadowy dimension called the Grimwald Nox, as well as unravel the mysteries of the Monstrum curse, and the truth behind the unrest within Balduq."
Darius Cozmic Collection: Arcade,Switch,2020-06-16,76,tbd,"The Darius Cozmic Collection Arcade contains 4 legendary console titles in a total of 7 versions:

    DARIUS (old version)
    DARIUS (new version)
    DARIUS (extra version)
    DARIUS II (dual screen version)
    SAGAIA (Ver. 1)
    SAGAIA (Ver. 2)
    DARIUS GAIDEN"
Langrisser I & II,Switch,2020-03-10,76,7.3,"Both Langrisser I & II have returned with their classic stories of good and evil now remade in beautiful high-definition visuals, reorchestrated music, and quality-of-life improvements to the gameplay and user experience."
A Hat in Time,Switch,2019-10-18,76,8.2,"A Hat in Time is a 3D collect-a-thon platformer featuring a little girl with a lot of heart! Travel the universe with Hat Kid as you rival the evil Mustache Girl in order to save the world! Unlock new platforming abilities, more combat moves and spice up your attacks with badges attached to your hat!"
Amnesia Collection,Switch,2019-09-12,76,7.9,"Amnesia: The Dark Descent puts you in the shoes of Daniel as he wakes up in a desolate castle, barely remembering anything about his past. Exploring its eerie pathways, you must piece together Daniel's troubled memories and uncover the horror that lies deep below.

In Amnesia: A Machine For Pigs, wealthy industrialist Oswald Mandus wakes in his bed wracked with fever and haunted by dreams of a dark and hellish engine. All he knows is that his children are in grave peril, and it's up to him to save them.Amnesia: Justine puts you through a series of trials constructed by a demented mind. Will you risk your own life to save others?"
The Jackbox Party Pack 7,Switch,2020-10-15,76,7.5,"Five new games: the hit threequel Quiplash 3, the collaborative chaos of The Devils and the Details, the fierce drawing game Champ’d Up, the speech game Talking Points and the guessing game Blather 'Round. Use phones or tablets as controllers and play with up to 8 players, and an audience of 10,000."
ATONE: Heart of the Elder Tree,Switch,2023-01-27,76,tbd,"The Gods have abandoned Midgard. Once a prosperous land teeming with mythical beasts and beings, it now rots from the inside, tainted by unknown forces. Odin's chosen guardians of the realm are gone. In their absence, the sacred Elder Tree they swore to protect is exposed to abuse and manipulation. Now, the only remnants of hope reside in Estra, the daughter of mankind's last great leader.

With a heavy emphasis on narrative, Estra's journey through Midgard is filled with Nordic lore, mysterious twists, and consequential decisions. Players will converse with a variety of characters and share in Estra's discoveries as she learns more about her family's past and the looming darkness spreading across the realm."
LEGO Marvel Super Heroes 2,Switch,2017-11-14,76,7.0,"With a completely original branching storyline, LEGO® Marvel Super Heroes 2  introduces amazing new gameplay features, including the ability for characters to manipulate time and a four-player competitive Super Hero battling mode. With a huge array of brand new characters from the Marvel Universe, including old favorites in new guises, this game is sure to thrill both LEGO and Marvel fans, as well as newcomers to the series."
Temtem,Switch,2022-09-06,76,6.4,"Every kid dreams about becoming a Temtem tamer; exploring the six islands of the Airborne Archipelago, discovering new species, and making good friends along the way. Now it's your turn to embark on an epic adventure and make those dreams come true.

Catch new Temtem on Omninesia's floating islands, battle other tamers on the sandy beaches of Deniz or trade with your friends in Tucma's ash-covered fields. Defeat the ever-annoying Clan Belsoto and end its plot to rule over the Archipelago, beat all eight Dojo Leaders, and become the ultimate Temtem tamer!"
Floor Kids,Switch,2017-12-07,76,7.5,"Floor Kids is a new breakdance battle game featuring unique freestyle gameplay, rhythm challenges, and multiplayer sessions. 

Discover stylized hand-drawn graphics by award-winning animator JonJon set to an original soundtrack by world-renowned scratch DJ/producer Kid Koala. Innovative controls allow you the freedom to play the way you like with a dynamic scoring system that rewards your moves based on musicality, originality, and style. 

Build up your crew of bboys and bgirls, unlocking new characters and locations as you cross the city, busting hundreds of different moves and countless combinations on your journey from the corner to the club. 

Bring Your Skills. Build Your Crew. Find Your Style."
Rocket Fist,Switch,2017-08-10,76,7.7,"Rocket Fist is an arena game with crazy robots in chaotic rocket fist battles. Aim against your frenemies and prove your dexterity by killing each other with rocket propelled fists in this frenetic mix of dodgeball and billiards. You can hold one Rocket Fist at a time and you only get one shot to throw your punch before having to run, hide and dodge to pick it back up! Just like in dodgeball, but with way more rockets. When you're running away you can ninja dash around the arena, and if you're feeling lucky you can try dash-bumping your friends in their faces to steal their rocket. Easy to learn, hard to master, Rocket Fist's quick rounds will keep you coming back for more. It's the perfect game to bring out when your friends are over and in need of some explosive action."
forma.8,Switch,2017-08-24,76,7.2,"forma.8 is MixedBag’s own take on the classic metroidvania formula, a project started over two years ago as a little gameplay concept centered on an experimental control system for touch devices that evolved in an adventure of epic scale.? It’s the kind of game that, as a two-person indie developer, anyone tells you ‘hey, don’t start with something big like this!’... err... In a distant future, the small exploration probe forma.8 is stranded alone on the surface of an alien planet. He got parted away from his companions by an accidental event and has a life or death mission to accomplish: he needs to find and recover a powerful energy source deep under the surface before it’s too late. Ancient civilisations, great perils and dystopian visions awaits him, and not everything is as it seems..."
Hayfever,Switch,2020-02-25,76,tbd,"Help Thomas the allergic mailman gather all his lost letters! In Hayfever, the player takes control of Thomas; a young postman with a strong sense of pride in his work. There is just one tiny little issue; Thomas suffers from terrible (and we mean TERRIBLE) allergies.

His allergies are so strong in fact, that when Thomas was delivering his daily mail, disaster struck. A massive sneeze sent Thomas flying, and in the process, he lost all his letters! Thomas’ boss Harvey is an ill-tempered little monster of a man. And it is up to the player to help Thomas avoid his wrath by collecting all his lost mail. Together with his friend Carlie, Thomas will venture on an epic journey that spans the entire year, taking him through each of the four seasons."
Winter's Wish: Spirits of Edo,Switch,2023-05-18,76,tbd,"The first year of the Kyoho era. The land was ruled by the eighth shogun Tokugawa Yoshimune.

In the town of Edo, there were many repeated incidents caused by monsters, and the townspeople are being anxious and dissatisfied by it.

Tokugawa shogunate established the ""Oniwaban"" an organization to maintain public order and secured the town.

Then the seasons passed - to year 11 of the Kyoho era.

A girl with a special power lived in a village far from Edo. Wherever she sees a ""black thread"", there will be a catastrophe. The villagers are disturbed and drove her away into the snowy mountains.

A young man named Oniwaban appeared before her.

This is a story in which the girl encounters ""non-humans,"" and learns about love."
Shin Megami Tensei III: Nocturne HD Remaster,Switch,2021-05-25,75,8.1,"Reawaken your inner demon in a modernized version of the acclaimed ATLUS classic, Shin Megami Tensei III Nocturne HD Remaster. What begins as a normal day in Tokyo turns out to be everything but, when the Conception – an ethereal apocalypse – is invoked. The remains of the world are swallowed by chaos, as a demonic revolution descends into a broken city. Caught between a battle of Gods and demons, the choices you make can bring life, rebirth, or death, and determine who triumphs. This genre-defining, infamously punishing RPG is back and now includes:
Remastered 3D models and backgrounds
Additional difficulty settings for players of all skill levels
Suspend save -- save your progress whenever you need!
Voiced audio -- choose between Japanese and English VO"
Smelter,Switch,2021-04-22,75,6.8,"Time To Get Eve’n

You are Eve, fresh out of Eden and armed with a living suit of armor. Explore a dangerous new world, battle its bizarre denizens and expand your empire in a desperate journey to find Adam.

Smelter is a strategy, action-platformer combo inspired by classics from the 16-bit era. Lead Smelter and his faithful Zirm forces by expanding Smelter’s territory across the Rumbly Lands in top-down strategy levels, then dive into thrilling side-scrolling action stages after annexing key locations. Build, attack and advance your army -- unlock, upgrade and unleash elemental action skills against vicious enemies, perilous environments and dangerous bosses. Release the power of Smelter!

STORY
After the untimely destruction of the Garden, Eve finds herself in an unfamiliar world with her beloved Adam nowhere to be found. In her search for Adam, she encounters Smelter, an unusually over-confident, winged creature with the powerful ability to transform and fuse with others, giving them incredible powers.

Offering his apparently “invaluable” assistance, Smelter transforms and fuses with Eve. They depart on a journey to the treacherous Rumbly Lands. There, they expand Smelter’s territory, allowing them to reach further into the various domains to find out what happened to her Adam, hoping to find him in one piece and find a way back home to their peaceful lives..."
Trigger Witch,Switch,2021-07-29,75,7.0,"Magic and firearms make a deadly combo. Recalling the visual style and intuitive gameplay of 16-bit action-adventure classics, Trigger Witch puts an ultra-violent spin on cute and colorful pixel art. With a compelling and original narrative, puzzling environments to explore, a dynamic soundtrack, twin-stick shooter mechanics and a vast array of enemies to blast into smithereens, this is a tale that will grip you from start to bloody finish. From the creators of Reverie, Trigger Witch is a stylized 2D twin-stick action game set in an odd open world where magic is outdated and firearms are the new way of life. Players assume the role of Colette, a prospective graduate from the Stock, an academy for Witchcraft and Triggery. After a mysterious man invades her realm, events are set in motion that turn Colette’s life upside-down, casting her as the sole heroine with enough firepower to restore peace."
Superliminal,Switch,2020-07-07,75,9.5,"Perception is reality. Escape from a mind-bending dream where everything is exactly as it seems.

As you fall asleep with the TV on at 3AM, you remember catching a glimpse of the commercial from Dr.Pierce’s Somnasculpt dream therapy program. By the time you open your eyes, you’re already dreaming - beginning the first stages of this experimental program. Welcome to Superliminal.

Superliminal is a first-person puzzle game based on forced perspective and optical illusions. Puzzles in this game give you a sense of the unexpected. Players need to change their perspective and think outside the box to wake up from the dream."
Unruly Heroes,Switch,2019-01-23,75,7.4,"Unruly Heroes is an action-adventure game inspired by the famous chinese legend ‘A journey to the west’ better known as the Monkey King Legend. Through this epic adventure, the game will make you live a fantastic and unforgettable experience. The game can be played in coop up to 4 players, but you can decide to play online in fierce Player vs Player modes. Who will be your favorite character?"
Mary Skelter 2,Switch,2019-10-22,75,7.8,"The Nightmare continues in Mary Skelter 2! In this first-person dungeon crawler, play as fairy tale-inspired characters called Blood Maidens, each with deeply customizable character-specific classes. Balance between power and madness in turn-based battles with a blood-fueled transformation system, and escape a living prison while indestructible Nightmares give chase in real time. This game also includes the first installment of the series, Mary Skelter: Nightmares."
Sam & Max Save the World Remastered,Switch,2020-12-02,75,4.9,"Sam is a six-foot canine detective with a love of justice. Max is a hyperkinetic rabbity-thing with a taste for mayhem.

Together, they’re the Freelance Police. And they’re about to save the world.

In 2006, the comic book crime-fighting duo Sam & Max starred in the first full-fledged episodic game from Telltale, the studio that went on to make The Walking Dead and Batman: The Enemy Within.

Now everyone’s favorite dog and rabbity-thing are back in Sam & Max Save the World Remastered, a new version of their first season of episodic games that has been lovingly updated by a small group of the original developers with the blessing of Sam & Max creator Steve Purcell.

It’s just another day at the office for the self-proclaimed Freelance Police when the Commissioner calls in with a disturbing report: former child stars are running amok in the street! What starts as an open-and-shut case of idiotic vandalism balloons into an all-out conspiracy as Sam and Max encounter one miscreant after another who have been mysteriously hypnotized. (You can tell from the “spinny thing” they do with their eyes.)

Who’s the source of this malfeasance, and what is their dastardly plan? Cracking this case will require Sam’s nose for detective work, Max’s lack of conscience, an assortment of inventory items, and a little help from neighbors Sybil Pandemik, Bosco, and Jimmy Two-Teeth. From Sam & Max’s street to the White House lawn, inside the internet, and all the way to the moon, this baffling mystery gets weirder and funnier as it unfolds.

Return to the adventure game that was once called “gaming’s first sitcom” and is today known as “the remaster you didn’t know you were waiting for.” With enhanced graphics, Joy-Con™ and touch screen support, an original jazz score with five new tracks, and the same brain-tickling puzzles and offbeat humor that won it IGN’s Best Adventure GOTY award back in the day, Sam & Max Save the World Remastered is a modern classic that will be right at home in your Nintendo Switch™ library."
CONV/RGENCE: A League of Legends Story,Switch,2023-05-23,75,tbd,"Explore and traverse through the spectacular city of Zaun as Ekko, a young inventor with an ingenious device to manipulate time, in this story-driven action platformer. Play as a young Ekko and realize the full potential of one of League's fan-favorite Champions.

Discover different environments with parkour-style traversal while you level up a variety of combat and time abilities to defeat a wide range of enemies in Zaun.

Developed by Double Stallion Games, CONV/RGENCE: A League Of Legends Story is a 2D Action Platformer with an incredible art style that focuses on tight dynamic combat and unique exploration opportunities afforded by Ekko's ability to travel in space and time. Convergence."
RAILGRADE,Switch,2022-09-29,75,tbd,"RAILGRADE is a management sim about using railways to transport resources and power industry on an off-world colony.

Construct multi-level train networks, manage supply chains, and help restore industrial production in the wake of economic disaster."
SteamWorld Dig: A Fistful of Dirt,Switch,2018-02-01,75,7.8,"The clock has stopped around the turn of the 19th century, and humankind has prematurely blown itself to bits. The remaining scraps are huddling in caves beneath the surface, and steam-powered robots have taken over the Wild West."
